FLYBASE	FLYBASECG	SYMBOL	GENENAME	RhythmicityChange	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44
FBgn0266428	CR43463	asRNA:CR43463	antisense RNA:CR43463	LOSS	1.718051013	1.382969277	1.059949476	1.292511087	1.757777701	2.141887634	1.315913853	1.443279857	0.86895871	1.746808753	1.661015569	2.360274047	1.298087644	0.870167432	0.117642894	0.883934684	1.25711077	0.899843003	1.334958128	1.057661767	0.531171442	0.881481438	0.813464663	0.520693401
FBgn0000206	CG8285	boss	bride of sevenless	LOSS	79.03153521	73.87302418	62.94902126	43.43365371	68.80445295	86.89162846	82.88816015	77.76656028	56.69076508	39.44525734	60.8589968	78.47724451	42.54603735	42.12544174	40.36201574	31.70329331	40.83624314	46.55325793	44.68423703	46.00969388	46.29464244	34.88105521	47.22284075	48.49914266
FBgn0036579	CG5027	CG5027	uncharacterized protein	LOSS	55.65126197	51.92825753	46.84949091	39.24180276	56.93870954	71.65006433	60.05589683	54.53698104	40.9989768	36.11755784	51.19590319	68.86330249	43.83128065	43.5914628	55.57464208	35.8968425	46.13595488	49.48630943	43.75243045	48.2801524	44.98051827	36.42124429	45.28652604	42.72118776
FBgn0036382	CG13737	CG13737	uncharacterized protein	LOSS	1.82296878	1.82859037	1.160079863	1.184954934	1.870021649	2.649603665	2.124331079	2.212269101	1.630598098	0.875598283	1.890365413	2.199750716	1.029394718	0.915685786	1.350510322	0.996614143	0.915833134	1.688552369	1.52940806	1.08230197	0.848270453	0.449371541	0.96762676	1.681151349
FBgn0033891	CG8067	CG8067	uncharacterized protein	LOSS	13.09153568	10.62904757	9.909594378	11.46646739	12.48814311	12.57546324	12.32249832	12.4257989	10.67391295	10.48697803	11.77184335	11.76712958	12.18322551	10.98773096	8.533688723	11.44994093	10.69722515	10.98354545	12.26724857	10.9265457	10.97915056	10.55178494	11.355129	10.88525924
FBgn0035577	CG13708	CG13708	uncharacterized protein	LOSS	0.852197111	0.540151097	0.416247767	0.366018651	0.646014919	0.650280971	0.838453373	0.547203837	0.474942599	0.310476897	0.513134486	0.428472598	0.664842033	0.64516614	0.672349254	0.458371389	0.546687048	0.449055672	0.55874383	0.715081819	0.404941193	0.623456744	0.505910893	0.884712704
FBgn0267693	CR46029	asRNA:CR46029	antisense RNA:CR46029	LOSS	0.878143817	0.769306145	0.666236717	0.634027203	0.808144497	0.808660985	0.939904554	0.834135264	0.714146445	0.608500735	0.561364318	0.676779773	0.711833696	0.691498837	0.571313529	0.579791172	0.732594413	0.452273593	0.712940591	0.597073364	0.444801736	0.528439655	0.680461747	0.727948321
FBgn0002938	CG5125	ninaC	neither inactivation nor afterpotential C	LOSS	786.1468018	711.3438769	613.9600679	501.3920919	716.3700818	721.2811952	775.9115677	716.389522	662.8141782	451.7411916	619.5518072	670.6641883	422.6905336	401.2387959	422.5027976	367.4677089	392.3565582	370.0973568	407.8459767	419.0177224	423.2794847	372.4573012	453.9324713	429.2322856
FBgn0051357	CG31357	CG31357	uncharacterized protein	LOSS	18.74588836	18.69860964	17.82304099	16.61640087	19.00093909	18.92456957	17.83713568	19.12082382	17.34115999	13.24927243	17.84032053	17.79822099	16.82181613	16.39697059	13.80005033	15.47002132	19.30322264	16.18391502	17.14581321	18.07612356	16.60791692	16.29874054	19.02634733	14.76614417
FBgn0035227	CG12090	Iml1	Increased minichromosome loss 1	GAIN	26.54654314	27.43518728	26.43577644	27.67209731	31.04808899	28.91724588	26.18397355	28.61804106	31.65329317	29.06792538	27.62418731	27.7023519	24.39544902	24.63984932	21.77557301	21.05179674	24.08859476	21.59356061	24.53979804	23.54412932	22.25499853	22.35650546	23.17744213	23.41872249
FBgn0031893	CG4495	MICU1	Mitochondrial calcium uptake 1	GAIN	41.76589105	42.04751743	41.50067183	39.13721782	40.63627192	42.8028752	41.96740848	41.08518437	45.07150277	42.22709378	40.11621973	43.22208148	44.26200086	45.02488564	43.07532873	37.01769802	39.42181556	37.90542238	45.72083093	41.64610471	40.17821061	36.89787044	40.40552306	42.32084412
FBgn0038893	CG6353	Archease	archease	GAIN	6.716640456	7.572993605	7.15344609	8.106987273	7.377378827	7.281076179	7.066037419	6.250544209	7.914766495	10.27923892	6.939724733	6.311832456	7.71344051	8.75398881	7.321296595	6.850183791	7.637007279	8.615404823	8.609073851	7.648800701	7.190711308	8.20178652	9.195885525	7.599268793
FBgn0030914	CG6106	CG6106	uncharacterized protein	GAIN	0.958735503	0.864311374	0.474529261	0.612466131	0.767153721	0.833184446	0.698267452	1.064972744	0.606915655	0.82956736	0.693405039	0.441868705	0.939894333	0.989604968	0.679741218	0.538533153	0.542773922	0.64753153	0.78200314	1.030455717	0.806172065	0.631863663	0.759807222	0.405918043
FBgn0037375	CG1193	kat-60L1	katanin p60-like 1	GAIN	13.91286579	17.5487354	17.03014745	14.23830653	16.91871273	16.56885492	15.60660755	18.58575505	15.94769974	14.85179266	16.28291276	15.89163953	17.50885537	20.93902203	15.60926634	12.78328239	15.3111834	14.88176617	16.22075769	17.86769081	18.25093663	16.24416779	16.30045411	13.79615726
FBgn0038818	CG4058	Nep4	Neprilysin 4	GAIN	36.86960028	43.89850642	37.84219577	35.32731423	39.93997123	41.85295226	35.88651855	41.49272069	42.39970323	34.48826607	36.22594705	37.19726099	46.288526	54.68143116	45.05354013	34.89017415	39.25182631	39.8845891	45.87357001	53.16793687	42.60852842	38.28099887	43.3282028	42.41915144
FBgn0030806	CG13001	CG13001	uncharacterized protein	GAIN	6.948103629	7.504273155	6.905051697	6.953901022	8.565068297	6.456843797	6.986345268	7.342059991	7.883766186	7.303669757	7.920915479	6.684236918	7.311430645	7.782070728	7.447467053	6.114470757	6.821339248	5.686086928	7.131788233	8.251899514	8.019148002	7.054020527	6.96951324	5.820823564
FBgn0263511	CG4136	Vsx1	Visual system homeobox 1	GAIN	2.138187329	2.009261686	2.416125228	2.101689358	2.49269185	1.600789451	2.24615023	2.309038302	2.204070374	2.127714744	2.206930753	1.947260749	2.15153791	2.224495737	1.939569616	1.871379158	1.708945591	1.628458813	1.974380348	2.081333348	2.133005439	1.882146184	1.927263209	1.591533134
FBgn0035033	CG3548	CG3548	uncharacterized protein	GAIN	11.76234031	11.74363246	11.80715128	11.48222121	13.13160127	10.71223533	10.48118265	12.3416459	12.47338785	10.95633396	11.73094505	10.16665671	10.77971505	13.04317425	11.03005559	10.23026583	10.07003538	9.157214836	10.85826649	11.77417741	11.32359743	10.79009459	11.18514877	9.347870752
FBgn0051475	CG31475	CG31475	uncharacterized protein	GAIN	5.452629834	6.573932991	6.342172723	6.22047674	5.873036742	6.39824085	5.400922096	7.079310154	6.108498235	6.146893094	5.56407827	6.981698887	6.465885574	6.870027991	6.24435176	5.833165591	5.563729654	5.251118511	7.083650401	6.746115693	5.997441143	5.680077081	5.933193551	7.344011084
FBgn0263745	CR43670	CR43670	pseudo	GAIN	5.110126932	5.538030226	5.954568778	4.782688446	5.797442439	6.667953808	5.630008775	5.612095135	5.612615469	4.781388947	6.689679219	6.77465441	5.909202075	6.46419033	7.390037454	5.321465667	5.201488578	5.680997568	6.484137158	6.37085638	6.263389886	5.250209026	6.2438855	7.889530786
FBgn0035157	CG13894	CG13894	uncharacterized protein	GAIN	2.651077079	3.328612725	3.721460026	2.732498232	2.771587883	3.467899866	2.141767449	3.925897112	3.979549865	2.511452901	2.970563513	2.867466506	2.557918354	3.435937913	3.032643903	2.499529589	2.510596913	2.039252752	2.319313753	3.112786034	3.517835876	2.477337925	2.9168527	1.837622699
FBgn0052100	CG32100	CG32100	uncharacterized protein	GAIN	5.450920388	4.965408956	5.886438126	5.258105396	5.247176446	5.247949898	5.249614838	5.190671711	5.350951401	4.811195643	5.118276046	5.866339969	5.787201104	6.569917902	6.059395492	4.897649032	5.040748027	4.682042993	5.471612944	5.697291531	5.566410329	5.225426069	5.101193851	5.035330048
FBgn0002939	CG31783	ninaD	neither inactivation nor afterpotential D	GAIN	0.382537968	0.892366561	0.750591568	0.297304859	0.410663409	0.278000921	0.371480714	0.839565022	0.654149007	0.243183337	0.431174681	0.412145688	0.642891929	0.786070714	0.797050345	0.522832252	0.34942098	0.364753088	0.60783369	0.763572681	0.638492452	0.3405193	0.555970484	0.685958225
FBgn0003598	CG8599	Su(var)3-7	Suppressor of variegation 3-7	GAIN	7.080236061	8.623748471	8.940492739	8.055853487	8.778760336	8.42384071	7.223118207	8.592490948	7.971068099	8.101489251	7.913929139	7.839433655	7.45541825	7.992263621	8.871965128	7.0834026	7.599283713	6.326815981	7.040252061	8.004936759	8.07506039	7.158232916	7.290438328	6.209302314
FBgn0050122	CG30122	CG30122	uncharacterized protein	GAIN	41.89129418	44.39277531	40.32034098	42.77485713	48.31929212	39.29861436	40.04415396	42.36532848	44.96586246	43.37981127	45.14245018	38.39468279	36.49129682	40.40116679	37.88279315	35.53408687	36.22669063	31.36849503	35.74260893	38.73245582	35.90423622	37.32171754	37.73276913	35.0957264
FBgn0032741	CG10446	Sidpn	similar to Deadpan	GAIN	17.1262418	16.57171198	33.53652325	16.54288825	20.41492641	15.13006039	17.56359654	15.41661315	34.52027375	15.52268433	17.17702973	14.34764281	16.18113148	18.378774	28.26080183	19.90598861	14.93738758	9.75116749	16.70940369	17.2154446	33.55114951	24.91561184	17.32382109	10.62384295
FBgn0036028	CG16717	CG16717	uncharacterized protein	GAIN	12.4963424	12.97014462	12.48035649	14.42654923	14.20736156	12.4005165	10.53928236	13.48979811	11.44335852	15.23517191	12.77697182	13.11680367	12.82403156	14.25411901	13.48227136	12.62551456	12.20414602	9.336422913	12.18563854	14.00765461	13.93969315	14.93321498	12.84201869	10.47760158
FBgn0038540	CG14321	CG14321	uncharacterized protein	GAIN	8.908136901	9.261925927	10.90221682	11.15205079	9.529887045	10.97509621	9.394062365	8.113262586	12.81633162	9.566135021	10.48786346	10.9872639	9.038730831	10.84486448	13.53396027	9.321607497	9.956631371	8.162185395	10.21784018	10.92094682	11.18659944	10.14080355	9.543023653	9.401285013
FBgn0038371	CG9597	Pbp45	PSEA-binding protein 45kD	GAIN	1.569083785	2.008997215	1.50911995	1.693158075	1.57810654	1.378722234	1.073536655	1.740267969	1.707472151	1.939549825	1.688190502	1.828843843	1.543841616	1.766842155	1.675938949	1.426738787	1.339595871	1.088097636	1.586579032	1.66090992	1.969624228	1.435802208	1.356560923	1.278929413
FBgn0025808	CG7825	Rad17	Rad17	GAIN	3.403541712	3.566578168	3.561523663	3.472653591	3.826400802	3.190163508	3.669511008	3.414879457	3.652127235	3.392205229	3.763778898	4.823845372	3.455408345	3.833478153	4.082460096	3.636177986	3.641319293	2.63201895	3.505443239	3.840578236	4.023078758	3.391198068	3.366612177	3.267829514
FBgn0031037	CG14207	CG14207	uncharacterized protein	GAIN	115.2786127	145.578362	137.3521871	143.0423697	125.4023414	129.8111074	114.8105233	142.6803618	137.5830677	142.0524718	126.5424694	118.4675459	114.2853289	128.6781598	136.0602595	121.9553945	118.6038326	107.3820371	123.5137202	131.3217056	126.9379669	124.523226	120.9271015	126.3130215
FBgn0259210	CG42310	prom	prominin	GAIN	31.98650377	30.14203939	30.45707246	30.8007809	39.69333653	33.04311715	34.08470378	31.55820742	32.04138514	26.68822814	33.45025407	29.18047941	21.48306109	23.09146299	23.39591822	24.00667171	21.41877198	19.44642182	21.05610301	23.82289894	27.77686727	25.94667697	25.50403985	19.35255699
FBgn0040609	CG3348	CG3348	uncharacterized protein	GAIN	16.19810121	15.21604287	18.10358736	37.64396941	16.36065452	10.72102377	14.9687714	20.54095258	12.34891247	46.41781809	19.51399764	15.23748892	12.37597904	15.44958234	18.62909826	30.52455831	19.21067967	10.79490804	15.34315252	14.97620134	24.9131043	22.2067329	12.63491722	6.662895478
FBgn0032130	CG3838	brwl	brickwall	GAIN	6.710455314	8.552624844	8.502543769	7.462033981	8.026537109	8.070006983	7.772344269	8.116037299	7.6342741	7.772616274	8.208247037	6.762292495	8.235763272	10.10486196	9.524126485	8.373424122	8.268944726	7.110938074	8.016797192	10.24465773	10.25630571	8.320011283	8.605996515	7.558222058
FBgn0028506	CG4455	CG4455	uncharacterized protein	GAIN	5.915104197	6.056412425	6.361813182	5.692800793	5.20585748	5.497650159	5.34048677	5.663379326	5.152114986	6.039052864	5.953596785	5.305027087	3.972062342	5.467855757	6.684164346	4.977793546	4.906529157	3.719417518	5.2064297	5.406820332	4.75450472	4.781532784	4.695438407	5.045410013
FBgn0013531	CG18780	MED20	Mediator complex subunit 20	GAIN	3.816104753	4.615867149	4.861894333	5.126143562	5.585867184	5.080902472	4.758064596	5.279415738	4.988729275	5.171339386	5.984638044	4.216365644	4.478247546	5.722574585	5.420762198	5.408818126	5.459913412	3.998063669	5.365911264	5.671315588	5.471097243	4.696999096	5.168140872	3.829799553
FBgn0267435	CG1744	chp	chaoptin	GAIN	351.5655161	382.3739612	465.8309579	372.5888264	446.0891406	450.7973242	362.7394151	415.2319274	434.1563904	330.3728821	410.8437858	424.4530078	144.6772864	183.4838882	292.789813	241.9567215	240.1375246	193.8521483	150.1898958	217.9594445	331.2483402	244.2276934	258.5255606	181.0513763
FBgn0002733	CG14548	E(spl)mbeta-HLH	"Enhancer of split mbeta, helix-loop-helix"	GAIN	8.692094087	8.116429725	9.123589237	8.943686264	7.799805426	8.487726292	9.119998048	8.171140047	6.163633348	9.978639497	9.538218799	7.032604539	10.48410803	11.25736853	10.9288805	13.59917888	11.73829406	9.669313448	10.40133959	11.02465864	11.77917085	12.59455384	11.31338391	7.046752858
FBgn0032287	CG6415	CG6415	uncharacterized protein	GAIN	34.05084716	35.65815654	33.20579049	45.78210322	28.72395147	29.37206099	29.81291432	26.3358291	33.75692972	34.67398774	36.36452989	28.55992138	32.1930748	30.35524269	35.48293556	55.43613789	39.29690328	35.885421	35.08288091	42.04174415	46.23659248	49.63560709	35.70702217	29.34194514
FBgn0032514	CG9302	CG9302	uncharacterized protein	GAIN	9.563005801	10.45765821	9.656547135	13.0616227	11.77026858	10.33452918	10.10457684	10.32136054	9.330120442	13.89104655	13.25298031	8.545042462	10.14256561	9.879165597	9.916782909	10.47216707	11.48464545	8.48058856	9.038351342	11.07722478	10.54330824	11.49487743	11.26542609	9.210842712
FBgn0030456	CG4332	CG4332	uncharacterized protein	GAIN	8.055970547	8.133351609	8.440917975	9.446617487	7.522033314	5.992990076	7.402515392	8.082652181	6.420777626	8.972918972	7.808504666	7.926643094	6.705362817	6.333862341	6.773279187	7.797734594	7.944564581	7.474943786	6.281896518	7.618959874	8.541328835	7.8057501	7.95060936	6.213238636
FBgn0039690	CG1969	Gnpnat	Glucosamine-phosphate N-acetyltransferase	GAIN	24.36530651	23.48949568	24.35129278	26.29478641	25.66488762	24.7579373	23.6913624	23.03543108	19.0986286	22.98238021	28.86096949	23.87282746	19.8441501	22.39145549	23.79259832	29.99435506	32.08210741	23.91758094	24.96041841	23.92733037	26.34415998	32.37090482	31.17193523	21.99502368
FBgn0034501	CG13868	CG13868	uncharacterized protein	GAIN	126.4295912	96.09477055	106.0434212	134.9359623	117.696062	119.1154725	113.7043624	92.54603792	111.600897	134.1608449	124.2592036	124.3721578	127.4326657	120.2903378	123.6832165	162.7685897	158.8618045	150.1917411	136.284426	117.8987871	126.3333256	155.4153156	156.3669804	182.6878878
FBgn0038651	CG14299	Epg5	ectopic P-granules autophagy protein 5	GAIN	10.40436605	10.44543976	9.798686925	10.11361654	10.98240748	10.36342996	9.567262594	10.09900916	10.61504622	11.81294947	11.27476162	11.45044421	8.522581748	8.452921058	8.46170524	9.166475211	10.44593951	8.695876914	8.566442218	8.274267567	7.967645957	8.37935524	9.295254762	9.213268281
FBgn0031745	CG8965	rau	rau	GAIN	3.597389362	3.288890144	4.478003751	5.028584922	3.597227979	4.602459699	3.577081301	4.652622158	3.570263809	5.304141669	4.316993908	4.050657954	4.156007188	3.924808098	3.805083672	4.140534684	4.820715375	3.758776433	3.891036108	4.337271008	4.667536455	4.439778496	4.459274647	2.703909406
FBgn0035398	CG1869	Cht7	Chitinase 7	GAIN	0.66739196	0.696262632	0.770764926	0.647926722	0.918426084	0.653868294	0.600093525	0.681311869	0.910403724	1.002180288	0.692344591	1.056377463	0.441999992	0.47406845	0.640920153	0.827696492	1.047069623	1.178451304	0.637842499	0.495923287	0.673865548	0.853044281	0.951226307	1.255850663
FBgn0010401	CG3250	Os-C	Os-C	GAIN	5.014975042	0.066041035	2.041791776	0.880101138	1.688433993	0.82295637	0.864035323	3.362511877	1.564059278	0.399937276	2.233684729	3.172157076	7.612521647	12.21663211	15.72986773	28.21075034	50.81385183	25.91437831	30.15708483	26.83473692	26.11783936	30.55098218	42.29041593	37.22799772
FBgn0051126	CG31126	CG31126	uncharacterized protein	GAIN	22.81032243	20.58776014	25.24864254	21.98853703	27.07961464	26.33013277	23.19812818	23.3874156	25.35675308	24.52532165	29.84285146	26.52398911	22.56046398	20.74701749	19.22212982	22.07564163	25.25842058	29.26340683	20.73973956	21.27752068	23.90498397	23.69555378	30.08568999	28.06189715
FBgn0039613	CG14527	Nepl20	Neprilysin-like 20	GAIN	1.837186921	1.870365512	1.27978603	2.355702464	2.348318521	2.307639961	2.246623119	1.475807562	2.04668605	2.220487404	2.415899361	1.847422955	1.985192971	1.885012657	1.690802558	2.584239737	3.172406706	2.897994488	2.320942679	2.080259721	2.103947696	2.783108671	3.350905547	4.067161781
FBgn0031220	CG4822	CG4822	uncharacterized protein	GAIN	34.99927429	26.49808984	23.63164707	32.03398426	30.71031193	29.07786967	34.98725678	24.2079258	23.8771535	28.96000351	31.7848623	30.97235815	36.433197	29.01309342	26.26001617	37.62312766	40.39745789	35.3131024	38.03823229	29.89341438	23.36615238	34.81541948	39.54731499	40.27749597
FBgn0036691	CG7842	beg	bad egg	GAIN	9.58352035	8.324036995	8.326171415	9.237522311	9.738458823	9.957909466	8.554067718	9.176677366	7.322319013	10.40451178	8.944967094	7.668524408	8.175009474	8.082049257	5.15487986	7.413045599	9.419710035	7.932531496	7.656634404	8.211127417	8.172199495	9.187068147	8.117403124	6.77647546
FBgn0034440	CG10073	CG10073	uncharacterized protein	GAIN	0.726605403	0.67799635	0.513765303	1.009634437	0.650023172	0.932878163	0.739203024	0.672274591	0.573467303	0.513233954	1.051034089	0.956808474	1.628173893	1.313365316	1.233584056	2.557946357	3.014312751	2.936254975	1.431629139	1.475147877	1.384277288	2.189148045	2.571200853	3.019493167
FBgn0029898	CG14439	CG14439	uncharacterized protein	GAIN	26.60092863	25.94085336	24.14138299	28.48182328	27.01583401	26.34775487	28.45040437	24.33046253	22.84468883	28.79245303	28.71974992	27.98340213	23.48218374	18.34693795	15.88038555	21.85853038	25.39393228	25.80548689	20.62605018	18.80105407	18.10948961	24.74821428	25.84695271	23.86211187
FBgn0058006	CG40006	CG40006	uncharacterized protein	GAIN	25.37093925	23.42503568	22.50534032	22.09168156	24.72753957	21.43715553	20.24129362	17.35365455	22.33634234	24.93965615	23.94677587	23.74824827	16.91837378	15.46586543	20.32837411	17.73507925	22.1471854	20.77402624	17.15392097	17.11146649	16.88327336	19.60177554	22.11095641	23.06862756
FBgn0038961	CG13850	CG13850	uncharacterized protein	GAIN	13.98758764	12.96643201	12.35304198	15.60902888	16.10621182	12.84407358	14.09816621	11.86493349	12.13557577	15.72962606	15.85706724	12.16134362	13.92458068	12.73136649	10.47465576	13.24169396	14.38815375	12.73541667	13.2101768	12.39261311	12.26457459	13.94143274	14.54090488	13.70316134
FBgn0034919	CG5569	CG5569	uncharacterized protein	GAIN	19.81995721	19.78978495	20.15101688	19.16788746	24.08553273	22.4129084	17.71465232	22.7030939	19.41227159	20.9104156	23.75571945	24.69082813	20.8512279	19.82340345	17.18498211	20.75190844	25.17422413	20.88463886	20.94981269	21.076488	19.53213956	21.90450803	26.69183	21.73188583
FBgn0035763	CG8602	CG8602	uncharacterized protein	GAIN	61.00291933	63.52715881	57.6820898	56.07268492	64.14115031	63.67082146	62.34098906	61.29635591	66.49776102	62.63696231	64.30002319	60.23408196	56.37424766	59.77756819	50.61569489	56.74418456	63.31212445	58.56555867	57.44428543	62.4675131	51.71703039	56.43830675	64.30965422	61.04059703
FBgn0030262	CG2081	Vago	vago	GAIN	68.98700146	47.55585079	42.56016279	60.89262571	58.62650085	55.51399003	75.03923765	49.30961677	62.39170563	78.96289222	62.95367012	62.76751007	59.95836271	41.59196268	35.0114711	60.80199927	54.69634537	64.082509	67.66600116	55.06105781	46.67674425	53.13009301	68.36031836	69.9239125
FBgn0035995	CG3529	CG3529	uncharacterized protein	GAIN	37.49434034	41.03652863	36.04940878	36.92801722	41.04270837	37.67851394	35.69444037	42.15194134	36.7945999	39.1057159	39.07431056	36.03475289	36.67526207	34.73221316	30.62377709	31.42804751	38.78993175	35.1139244	38.14076122	37.3186451	31.75530712	33.82246246	39.0413055	38.87201383
FBgn0037338	CG10018	Snm1	Snm1	GAIN	3.717476235	3.050590763	3.600564082	3.285167014	3.324538924	4.300606606	4.214747255	3.291305478	3.197102979	3.414898954	3.603081493	3.320725782	3.232249052	3.076272104	2.966336716	3.036315394	3.303000002	3.292740421	3.341437169	3.258654237	2.605624945	2.822009306	2.938136928	3.677066141
FBgn0030048	CG12112	CG12112	uncharacterized protein	GAIN	9.053806272	8.570553686	7.371267231	6.835664671	7.888266876	7.87651026	7.90015336	6.838106556	9.021228803	12.32680441	7.281486549	8.048685028	7.73873821	8.388507532	7.229824615	7.265866226	8.319941898	8.591173762	8.172941585	8.054400851	7.587911442	7.966477273	8.706042025	8.418187423
FBgn0032810	CG13077	CG13077	uncharacterized protein	GAIN	68.38073609	77.44550371	63.11171883	74.80761932	67.02652742	65.32119242	63.50625353	77.32246467	57.15412891	66.01854649	65.25411165	62.80294693	33.38137241	31.4784967	24.94039616	28.40215908	36.73082244	35.64949905	38.50292274	33.60170828	30.18733155	30.97779359	34.96121609	33.12642938
