FLYBASE	FLYBASECG	SYMBOL	GENENAME	RhythmicityChange	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44
FBgn0030082	CG7041	HP1b	Heterochromatin Protein 1b	GAIN	13.97183507	13.47931417	15.0489509	14.0621917	14.90792123	12.5044049	13.41953325	14.36711284	16.74985468	14.66303199	14.69032105	13.65001758	14.19869321	15.32541731	14.72879472	15.80038665	13.14045817	13.85235196	13.40607129	14.8078026	13.82754664	14.1669974	13.58721617	13.90026135
FBgn0004047	CG11129	Yp3	Yolk protein 3	GAIN	11510.50672	10585.92415	10480.28714	12094.16823	11602.47124	10810.43277	13216.46478	11261.07231	8792.174468	9241.8458	13461.47246	11519.11984	7161.645768	11098.48719	7113.116279	1076.748992	48.08832705	46.45707105	9218.531411	10019.96298	8010.773738	837.851439	47.79591476	48.46261279
FBgn0039151	CG13607	CG13607	uncharacterized protein	GAIN	68.8660246	79.1824847	71.55979556	69.95407866	63.1989698	59.88607372	60.35520389	71.15695342	59.07882739	58.90533661	65.87148384	56.945566	49.88678468	65.69324502	50.62180875	34.30606979	35.55684297	33.30441521	62.84940437	74.41663656	52.07693064	33.76965912	30.14525911	22.85966602
FBgn0010387	CG8627	Acbp2	Acyl-CoA binding protein 2	GAIN	193.4996964	239.7943874	196.97619	247.5565965	187.9101965	158.2095522	220.7435698	205.4259219	216.7001371	237.3124107	205.9410047	157.3908059	193.6244392	219.2286599	222.9712793	173.6370342	163.990956	129.8972526	224.2014319	250.0220952	191.2532287	207.0214408	162.5871525	150.8367721
FBgn0027930	CG1102	MP1	Melanization Protease 1	GAIN	61.44588225	67.09162901	64.07626954	65.40586375	63.26191271	60.88646751	62.22084472	56.97681708	54.04138593	57.53138361	66.9833401	64.33321225	62.14580014	65.7471991	70.68701113	62.63813205	65.29049382	53.02299056	76.78873744	83.13913201	70.82733804	62.03611239	57.59485754	59.03269091
FBgn0030990	CG7556	CG7556	uncharacterized protein	GAIN	17.52923426	17.13852752	14.70682926	17.45599838	17.56914495	17.31912107	16.56336953	17.09277292	19.45269281	18.30294349	17.37480452	15.23249433	16.95273153	16.36826496	18.30535134	15.56346894	14.77240782	15.30318592	16.7473582	18.70697211	16.73061904	16.34225385	14.99410611	16.27237667
FBgn0042179	CG18869	Ugt305A1	UDP-glycosyltransferase family 305 member A1	GAIN	0.568662933	0.868025186	0.477260926	0.538037538	0.371592194	0.150930865	0.456186482	0.536249914	0.705741419	0.977984269	0.35113679	0.646417974	1.126172823	1.463466654	1.608017655	1.140463223	0.915023229	0.677855783	0.777663892	1.178198855	1.898461037	1.185197989	0.94724502	1.035820844
FBgn0002565	CG6806	Lsp2	Larval serum protein 2	GAIN	263.6859209	285.4858238	222.7561905	451.1230405	228.6656314	153.6548915	290.0233643	290.8420793	323.1787809	465.2581898	507.9584839	208.1533727	337.3022351	704.7838576	620.0572243	133.7951579	35.56846781	36.67153262	570.4511935	747.0165477	468.1764898	202.7264333	41.06982125	18.84268876
FBgn0039114	CG10374	Lsd-1	Lipid storage droplet-1	GAIN	159.8274857	185.6456629	177.6394387	158.7593053	158.0087529	181.5304033	145.2348799	162.9766543	198.3715078	172.7169119	193.7380915	189.8186591	160.6431679	242.1061046	298.0203659	157.3781298	143.2799054	126.8946025	202.4365538	249.869922	189.3652044	146.1230197	117.9397376	147.2943478
FBgn0037007	CG5059	CG5059	uncharacterized protein	GAIN	152.55841	152.3197397	180.4725763	152.8927672	152.8496721	178.8114801	146.2973615	133.7790233	191.3226601	158.5691616	161.4776175	192.7190409	153.8966504	157.1576959	266.502698	157.1422345	157.428655	151.0455692	163.7676513	196.3286194	235.8233624	150.9120765	143.8129973	165.5531982
FBgn0029828	CG6067	CG6067	uncharacterized protein	GAIN	123.9779316	115.586821	116.852999	130.218146	99.51879384	111.4867411	124.4041271	105.768567	126.7448723	107.1588755	113.3413695	112.2471756	114.0735532	124.6425611	146.4351835	95.41157112	84.37461803	75.57899404	135.2027937	157.054917	127.3998638	93.70022661	80.79259982	85.88629706
FBgn0022774	CG8782	Oat	Ornithine aminotransferase precursor	GAIN	36.68235833	34.83957195	22.7876989	56.43883752	34.35163392	23.54521488	38.30872328	25.94363507	27.78240862	45.96278476	39.59993298	20.97994537	40.93019082	49.12801984	47.43388225	28.46473644	25.07732246	16.41485809	48.74904522	53.39668603	32.85586042	35.33340249	23.75546624	17.95050224
FBgn0000244	CG9379	by	blistery	GAIN	29.87209663	31.96784509	30.96097797	28.90017909	30.35089901	31.05879402	28.25336603	30.55628541	31.76487791	28.62920914	30.46457753	28.76248554	29.42119909	29.54882947	29.77820452	30.36518555	31.52977611	31.57893537	29.0545686	30.98682328	29.40002616	31.06903595	31.92453817	31.71937856
FBgn0035344	CG16761	Cyp4d20	Cyp4d20	GAIN	36.40640216	37.56175653	35.55318102	38.3785215	30.48778407	29.27133973	35.82407083	33.75128035	29.53631894	36.9854597	32.75541741	28.6330788	28.09653353	28.89621755	28.01206808	22.4006432	22.34438471	22.03758767	32.56002104	34.49005819	28.40069374	24.97264997	21.14353063	18.78052709
FBgn0283494	CG3140	Adk2	Adenylate kinase 2	GAIN	66.19584776	76.14450749	74.34873777	69.74307566	67.4513685	78.83041114	64.86157916	68.69353005	74.21522464	67.09302675	71.15815435	66.05724028	70.141647	78.53199108	80.8311414	61.19168153	68.79678104	71.92018029	73.96865759	85.72100797	75.17323105	76.78228198	68.85074885	74.22794369
FBgn0039637	CG11880	Ctl2	Choline transporter-like 2	GAIN	18.46180591	22.4509407	19.18510037	19.55608032	20.06496656	18.81171787	17.79296285	22.0819126	18.81973657	22.73120839	17.82895632	18.24265577	21.89766435	22.14801843	21.38015304	21.66514652	23.02324464	20.97431446	22.05059688	24.5701928	20.80771042	22.34442161	20.65652814	20.81693625
FBgn0046214	CG11844	vig2	vig2	GAIN	52.87863847	55.95228934	50.55143422	52.60480432	55.03430127	47.63195348	47.68422351	50.35184047	68.48019709	55.23366116	54.48326186	49.46027202	55.34807575	52.52415252	72.28249468	53.59123023	51.5225216	48.80714563	54.06695243	58.52968322	51.91513851	54.15679654	51.0430966	52.89502514
FBgn0035964	CG4665	Dhpr	Dihydropteridine reductase	GAIN	67.83988213	68.95920056	60.46263875	72.23922931	69.22766827	57.66907552	65.84134788	60.57228409	58.57724186	67.04737517	74.15944644	59.99743031	63.87610365	69.08467846	78.01986232	67.29044945	67.55392672	50.17530432	76.80810354	83.71683303	70.63592573	66.0859882	62.34239387	58.51293652
FBgn0015039	CG4486	Cyp9b2	Cytochrome P450-9b2	GAIN	65.41428753	70.99581639	63.84016217	66.64693898	56.84530842	67.71662181	65.7149352	64.91583465	58.96396695	101.4647826	65.50911677	66.83969602	129.5922808	218.3873917	303.9851822	77.63555078	89.87676816	72.31546034	129.2166257	147.9701989	127.9689457	95.29835522	68.60485981	73.83044371
FBgn0030925	CG6361	Hayan	hayan	GAIN	14.60797574	14.29569007	14.34002597	16.33596365	12.95943208	12.22021858	13.63406508	13.56807299	13.07712907	17.9767155	15.09544706	15.28102024	23.33894321	23.41789748	28.27228235	18.14426031	18.14024569	14.84301483	27.81580792	30.17770182	25.22994877	18.94487469	17.27565641	21.2776816
FBgn0010591	CG8946	Sply	Sphingosine-1-phosphate lyase	GAIN	41.04048014	45.08926491	45.94767233	44.12527414	42.22586854	44.65088087	41.25798627	42.06921481	40.13947078	40.69590132	45.30120937	43.49499393	39.86137061	45.41432022	45.86538506	31.83005771	31.49882762	29.21893747	43.16917564	51.06433834	45.34642331	33.15869454	31.13103459	29.27231918
FBgn0035541	CG15019	CG15019	uncharacterized protein	GAIN	35.93825469	40.3064689	42.06392895	39.15381879	34.91929017	41.63900712	34.52686796	36.98533437	45.0442053	33.0725094	39.90928014	38.71062189	34.49573373	35.24866707	39.8181591	37.32247846	38.13460563	31.55755821	34.01531082	37.36663079	33.83217087	35.12415942	34.60543945	34.3443377
FBgn0039022	CG4725	Nepl13	Neprilysin-like 13	GAIN	7.370358471	7.442856715	6.6719688	7.311718049	4.678459185	4.62641604	6.906184408	6.349053899	6.607901583	7.544154261	5.934234119	4.615886262	9.142477418	9.606945251	12.06939292	8.926337464	7.123729384	5.690759265	11.06474528	12.50872357	10.83671226	9.254512454	7.307032204	8.702971418
FBgn0262353	CR43051	lncRNA:CR43051	long non-coding RNA:CR43051	GAIN	36.25324486	32.06607297	46.58943584	35.09152376	28.90073971	39.69499517	37.72001298	34.79055537	33.93769142	40.1180897	47.67298857	44.96145368	20.19792089	27.3821463	19.85641903	12.67594401	8.494460741	12.70440661	29.78464021	32.16456257	37.98885492	11.1201306	7.771425748	10.67082076
FBgn0261393	CG1089	alpha-Est5	alpha-Esterase-5	GAIN	7.279282727	6.375797808	6.001604063	7.045050556	6.25813652	7.146566338	6.478214455	5.301695434	7.009761328	6.461058968	6.749598065	7.043619461	8.271122602	8.782857008	11.62652015	5.633426565	6.007149211	4.643175995	9.52927618	9.809713609	8.506608001	6.525014711	5.036452315	5.807907278
FBgn0040089	CG14233	meso18E	meso18E	GAIN	4.765626654	5.823556507	6.267903506	5.260242731	6.192669793	5.811943295	4.581904017	5.932466747	6.160780805	4.728250692	6.387150985	5.474508807	5.073683307	6.348602014	5.834738766	4.991263186	4.764966805	4.31498119	4.715215303	5.621336614	5.821971111	4.712016961	4.247121129	5.028735344
FBgn0054057	CG34057	CG34057	uncharacterized protein	GAIN	1.876114892	3.094819548	1.961407756	2.764706425	2.781311269	2.181479331	1.710341794	4.186755793	3.454985698	3.861964841	3.534483485	1.655559512	3.45376279	4.461795574	3.781352558	3.496175338	2.995012623	2.762421685	2.83360474	4.157572464	3.226759604	4.053141816	3.593889176	2.971457482
FBgn0263005	CG43313	CG43313	uncharacterized protein	GAIN	1.298749372	1.558299749	1.131922585	1.329343702	1.24471073	1.160509256	1.480549747	1.347194652	1.497431034	1.831538918	1.292028985	1.249203481	1.694511706	1.786073771	1.809043954	1.775424061	1.57684119	1.588871391	1.671604091	1.852714418	1.554553225	1.578985454	1.449464432	1.411648673
FBgn0037012	CG4786	Rcd2	Reduction in Cnn dots 2	GAIN	7.529632475	8.013292722	7.965261639	7.706257514	6.032575355	8.347160317	7.248589834	8.102588899	6.552428037	9.791604644	6.146918439	7.74664996	8.007605653	8.674625258	9.094883126	7.907571081	6.113592737	6.829887663	7.891683864	8.143195656	8.39567555	6.867637225	6.232239326	6.785490688
FBgn0011762	CG7108	DNApol-alpha50	DNA polymerase alpha 50kD	GAIN	1.806005527	2.593152389	1.109654467	1.848013514	1.507946964	1.742422601	1.542137093	3.207929695	1.347552726	1.539592827	1.596912728	1.816067831	2.0023102	2.707040215	2.062641441	1.934608703	1.545238254	1.572590853	1.872364381	3.210899328	1.924401861	1.89689591	2.028034079	1.56113934
FBgn0035943	CG5653	CG5653	uncharacterized protein	GAIN	1.302369767	1.990349505	1.413188197	1.651591025	1.561437905	1.596861615	2.043016971	1.901249695	0.983957873	2.047416419	0.948525354	1.040984789	0.715795102	0.895660599	0.925054889	0.754464936	0.533673524	0.289119623	0.679639032	1.043497389	1.219537214	0.733693993	0.383818761	0.619243119
FBgn0032801	CG10165	CG10165	uncharacterized protein	GAIN	4.909835739	6.365466011	5.307584236	5.790527382	5.856469891	5.901110669	5.501442717	5.168450302	5.564170388	5.949017288	6.4067653	5.371230075	6.288453644	5.913160856	6.758166352	5.536179826	5.559221995	4.573935761	5.69005356	7.102106037	5.936414104	6.223434718	4.961032337	5.447166263
FBgn0250753	CG2922	kra	krasavietz	GAIN	148.5270493	185.0110337	214.3784141	173.8944286	148.9512197	169.5503758	149.5145623	173.2620478	222.9175057	169.7340496	158.6264872	183.6034548	158.6706824	194.6434905	226.9074124	204.520007	151.2808026	168.4327345	150.8530684	187.047617	224.0005659	188.4381406	153.1169684	186.6766887
FBgn0031969	CG7228	pes	peste	GAIN	17.339533	19.3532172	19.06958945	19.1618484	19.34624001	19.10200278	18.2692841	19.89446281	19.10063288	20.99065488	19.29355349	19.54380706	18.07291902	18.25708898	19.49144969	19.0373252	19.01853698	16.65276281	16.86330049	20.36309457	19.55542728	19.6126744	18.82219694	16.61986346
FBgn0033395	CG1944	Cyp4p2	Cyp4p2	GAIN	2.996767812	3.703798296	3.714953928	3.344987658	3.558158479	4.027993992	2.482968853	2.75789981	4.177027832	5.002524376	3.687671806	2.902878688	6.384218274	6.026299556	11.95373895	4.373925907	4.301222405	2.499330944	4.98503947	6.400361997	6.976805878	4.283253508	3.133637914	4.059689173
FBgn0024289	CG1982	Sodh-1	Sorbitol dehydrogenase 1	GAIN	44.66391801	64.27644924	51.54418002	81.39040573	37.43975169	31.28610745	52.67687593	41.19084955	42.03387158	65.51958724	52.60959061	31.80730632	67.19649089	88.74020748	111.7013421	78.02209567	69.94970849	50.67448478	95.47531875	117.0293043	95.22371025	103.1041072	72.53561178	63.81754326
FBgn0020255	CG1404	Ran	Ran	GAIN	61.64861651	71.53921238	78.353269	71.6226458	69.72132864	74.74316955	59.7166852	67.13408168	72.90561464	77.0249693	74.71784699	71.82800349	69.1058121	72.75233546	76.07857044	82.62858508	73.30897185	70.905572	65.57943724	74.05957448	76.79347841	75.34530913	75.0724118	73.9845447
FBgn0267978	CG8376	ap	apterous	GAIN	21.89453023	23.84093602	24.88650585	26.43363025	23.11578699	23.33447067	21.8327471	21.28866643	21.80538621	24.05556057	24.82356477	22.3917989	21.98854482	20.98152155	24.88506581	23.96425286	22.98156321	19.49274726	22.50383948	24.23359036	26.35821075	23.39014752	22.79036434	19.26236843
FBgn0003748	CG9364	Treh	Trehalase	GAIN	127.9033951	141.2130561	140.0562551	135.7960218	132.0599779	135.1258571	121.6436028	129.3412126	141.8237246	137.0529113	128.3018342	130.4151591	112.8443374	117.9617265	126.6662019	113.1193593	118.3312632	112.1675224	124.0433013	134.5896735	122.5538742	122.1050522	116.6795124	111.9586498
FBgn0262975	CG43286	cnc	cap-n-collar	GAIN	37.28843114	38.52410032	39.31490179	36.28365532	38.40136893	36.39984982	34.55127982	35.34793342	39.65746964	38.95314116	39.0468089	37.90299749	43.96646761	43.61897603	53.09073335	40.06291632	43.81059582	33.62395114	40.44396512	40.26591571	43.77439533	38.25956766	39.65602365	34.87723701
FBgn0035423	CG17737	eIF1	eukaryotic translation initiation factor 1	GAIN	219.8859054	231.4838171	243.8361813	262.4907813	210.5519338	222.4751973	209.4894068	218.2925622	205.3735276	260.7168197	221.602892	220.2453298	264.1727576	269.9128929	275.7170895	313.4946757	272.6852283	251.6049367	257.2388824	270.9163625	265.8908879	280.1342784	262.1420612	252.4172293
FBgn0038463	CG3534	CG3534	uncharacterized protein	GAIN	21.65049471	26.04159201	26.94269361	23.88195615	20.57149073	22.52995886	23.18229515	20.41353576	24.82262445	22.26423936	23.354155	21.87042033	23.61377841	29.54461124	36.66074409	24.09933769	23.56765924	17.84689121	26.51467958	30.76030199	32.40984811	24.2843814	21.96641576	21.38016456
FBgn0034368	CG5482	zda	zonda	GAIN	47.8348393	46.34751072	43.38496711	44.21811083	46.73905984	42.79107402	45.19062135	40.88078047	47.65539308	52.32698797	46.8201653	44.57889877	46.01633208	45.76382184	55.93578011	48.82987106	48.25386806	41.52494313	50.99035401	51.83025767	48.3984659	47.21526391	48.46035354	43.78245529
FBgn0030703	CG9066	MSBP	membrane steroid binding protein	GAIN	163.7620279	166.3757784	175.7361735	167.5478768	158.7191761	172.567435	162.2482007	143.3813817	167.5501289	186.6280289	174.1925056	194.223011	190.1534136	191.0497052	235.9533806	168.8169884	175.7451183	150.6093623	191.6995821	203.6277369	208.6218997	171.3029028	164.4480378	163.594324
FBgn0085244	CG34215	CG34215	uncharacterized protein	GAIN	86.37751622	72.41072283	81.8566983	86.52886251	70.83573835	78.59010913	100.5500762	78.55739166	90.47723946	109.5734457	79.9590139	78.78146258	135.1268133	108.076518	204.6201124	152.3708351	106.8044189	73.83131903	146.3780218	148.9674193	134.4628518	102.3065217	86.63195735	75.04262714
FBgn0037646	CG11967	CAHbeta	Carbonic anhydrase beta	GAIN	17.32618489	19.76974822	20.20042393	19.84648384	18.11018441	18.80318386	17.11618071	17.28161609	17.17478219	17.93736192	18.93596869	18.79932902	22.04608696	23.02749403	26.84451812	24.72716987	20.83429661	16.0501054	26.35773474	29.54349443	27.40089662	22.30185603	19.66819081	19.00990419
FBgn0037779	CG12811	CG12811	uncharacterized protein	GAIN	28.37718348	28.14508103	28.77854806	29.80558084	30.89975753	28.67304833	30.77665286	24.45502975	28.23929021	26.95273893	31.00688151	29.51588336	31.44063312	29.44660681	38.93406951	27.35587958	29.24072869	23.67489119	31.61915461	35.49963538	38.07791021	30.0437439	26.7593882	27.55966061
FBgn0023214	CG15085	edl	ETS-domain lacking	GAIN	6.585756815	6.940758374	9.753979147	7.876998732	6.789409076	8.854195509	7.472171423	7.743168461	8.755740501	7.708722225	8.297947837	8.751094492	8.822765387	8.701285576	13.67843109	8.382114954	7.969867196	6.351518007	7.273633404	8.688389636	10.7605997	8.053477393	7.434244716	7.246144542
FBgn0266570	CG2982	NO66	Nucleolar protein 66	GAIN	8.222352152	10.85131247	10.31954569	9.445644677	10.06192394	10.68934585	9.484454119	9.199813749	10.31497856	9.400057352	10.34899863	10.56487577	9.383377435	10.8434832	12.70620856	9.951731783	9.678594684	7.862644189	9.84008987	10.50157467	10.61213455	8.645894441	9.375448258	8.440738528
FBgn0028899	CG31817	CG31817	uncharacterized protein	GAIN	0.162784051	0.459637537	0.458244699	0.254945305	0.283163718	0.310536639	0.237118171	0.422939853	0.399703004	0.482923011	0.305036782	0.436509374	0.315000857	0.457930155	0.473803835	0.357558212	0.348002852	0.244679305	0.213336645	0.487472493	0.546210209	0.419966727	0.292340091	0.270181949
FBgn0036008	CG3408	CG3408	uncharacterized protein	GAIN	2.354796749	3.401533067	3.650237168	2.482827691	3.024872425	3.132987927	2.110828975	2.73606749	4.265028069	3.710435022	2.980860384	3.278653874	3.189325926	3.302683023	4.020422672	3.800097622	3.438915305	3.211198157	3.016258181	3.497194726	4.38582563	3.74716331	3.147683159	3.394479018
FBgn0000615	CG8994	exu	exuperantia	GAIN	1.098878932	3.843387518	0.804815689	1.204466681	1.004315437	1.133128376	0.908490525	0.939388147	0.998154605	3.715210637	1.37082095	3.091017496	1.127313829	1.112445948	1.520222027	0.67099222	0.537079951	0.46069469	1.29131416	1.334067008	6.132216337	0.548709444	0.611592058	0.458942595
FBgn0031935	CG13793	CG13793	uncharacterized protein	GAIN	2.002900624	2.566792618	2.221108451	2.95921915	2.053388081	2.656863606	2.19121021	2.13080726	3.01147213	3.033629046	2.620476989	2.065048804	2.603981728	2.626189772	3.358883675	2.673058437	2.836196451	2.030401441	2.603401926	3.030298548	3.133769092	2.582587626	2.379762631	2.246206848
FBgn0010315	CG9096	CycD	Cyclin D	GAIN	6.034747527	6.829714561	6.343503968	6.264788415	6.468939214	6.889617617	5.164038412	6.155615603	6.253565218	7.228152959	6.317122145	6.889503262	6.652668156	7.09174284	7.196274144	6.655841174	6.885106408	5.532275894	6.448674464	6.783668902	8.205969616	6.225631316	6.085305898	6.18276355
FBgn0030452	CG4330	MFS10	Major Facilitator Superfamily Transporter 10	GAIN	0.812325281	0.842201853	0.727542652	0.841775277	0.710559332	0.669051149	0.964143929	0.990460714	1.009171955	1.083809962	0.79352528	0.790919431	0.713984676	0.977865321	1.304483751	1.250215171	0.965232162	0.837256549	0.870759482	0.906553848	1.183249274	1.49372274	1.049744481	0.92983619
FBgn0033221	CG12825	CG12825	uncharacterized protein	GAIN	3.340551338	4.295715338	2.914147056	4.13038918	3.137889637	3.483707957	4.136090768	3.924554925	4.460083404	5.946144358	2.899262777	3.611100748	3.803961535	6.410796983	7.84553799	6.367974241	4.355140862	3.494723146	5.099035401	6.589329262	7.820218907	5.671391858	3.519541495	3.842914198
FBgn0026379	CG5671	Pten	Phosphatase and tensin homolog	GAIN	17.69338365	18.79889466	21.90892626	20.63164979	19.172766	18.4456716	18.52926432	17.2153219	21.58836225	20.67229072	19.03981541	20.30008199	18.51716326	19.31948761	22.680464	24.63904378	21.56916303	19.92991169	15.97867362	18.48623549	22.29024393	21.62419068	21.12743271	19.29290145
FBgn0036772	CG5290	CG5290	uncharacterized protein	GAIN	2.880753133	4.184425196	4.376991531	3.8600802	4.391109187	3.936310064	2.797485014	4.419665043	3.9171314	5.995576652	4.109743614	2.964171003	4.41273039	4.693491082	5.849861202	4.934919283	5.029191466	3.758067781	3.284727825	4.134531977	4.359966407	6.506535159	5.021080543	4.325070262
FBgn0011802	CG6539	Gem3	Gemin3	GAIN	1.76289315	1.831884663	2.352223166	2.048623006	2.429231745	2.34547757	1.879538954	1.715693012	2.372428139	2.584464713	2.207966878	1.909077962	1.926796209	2.268918006	2.77652461	2.553117213	2.47822202	2.339226768	1.596628661	2.060940258	2.216419348	2.646982051	2.715770354	2.319894535
FBgn0259938	CG17100	cwo	clockwork orange	GAIN	21.29995101	19.20019888	30.38086343	24.78914876	25.94798094	19.38673166	21.52282804	20.39350419	28.62381181	25.85454683	27.19941677	20.11614142	18.22640019	21.50080977	28.50786855	30.10364361	28.67300401	17.99805613	18.41745697	17.54642807	30.87919098	26.59914491	26.39279108	15.37992466
FBgn0025373	CG12389	Fpps	Farnesyl pyrophosphate synthase	GAIN	15.27361638	17.28967826	18.02450001	15.99856205	16.70685267	17.03255666	14.18444138	16.00294197	16.36667419	17.21439233	16.89227616	14.38621953	14.74311934	19.70847547	20.68490818	17.73711445	18.45672544	17.08289112	16.07311516	19.95569449	20.42278192	17.31818313	17.18438248	18.18547416
FBgn0040985	CG6115	CG6115	uncharacterized protein	GAIN	165.4382198	200.5713349	246.2871928	186.8631426	186.2293155	263.3845833	169.8511821	186.5880252	206.7629629	190.6487537	198.2862678	264.3510208	197.2618024	208.2867098	261.9755014	230.5736149	236.3807395	218.702003	209.8602757	228.019523	256.0179687	226.2888045	206.1954799	249.6439076
FBgn0039132	CG5864	AP-1sigma	"Adaptor Protein complex 1, sigma subunit"	GAIN	44.85259021	46.0512679	50.2004997	50.71082257	45.50404616	48.55345096	44.44598322	45.58953611	45.71805631	50.26781219	47.71762947	52.37708516	46.84266844	49.55579083	50.41900524	55.34347252	53.120535	49.23655329	45.53061551	47.73565336	51.91278239	52.93279856	50.88201898	49.91666459
FBgn0250819	CG33521	CG33521	uncharacterized protein	GAIN	23.1164864	21.14323591	26.5363825	23.30065256	24.27098628	24.63758369	23.6225707	24.42439378	26.88129775	27.42518125	24.64481381	26.37202482	19.6639069	19.63660834	21.03239692	23.66810384	21.16064413	20.06592566	16.92489067	18.20579262	22.23445846	22.38002518	20.83238734	19.07961351
FBgn0030803	CG4880	CG4880	uncharacterized protein	GAIN	2.442778166	3.308422779	2.517691756	2.188863301	3.287400849	2.719241483	2.00936728	2.4153327	2.910815082	2.927164447	2.630267006	3.121058075	2.695021192	2.950284211	3.59971743	3.138204299	3.359945723	2.882083292	2.711759736	3.143075519	3.094736629	3.300544007	3.1929958	2.743516839
FBgn0035158	CG13895	CG13895	uncharacterized protein	GAIN	14.09150181	16.32466482	15.72090129	15.8766214	17.23983993	16.25366333	13.56222474	15.1635117	16.93020934	17.18879005	15.28007697	14.59940809	15.36713026	15.63454534	17.03227977	24.40238287	23.70498223	21.81963745	13.84926138	17.32673765	16.30003006	22.75224681	24.58785083	22.78898399
FBgn0044823	CG14672	Spec2	Spec2	GAIN	5.533982572	7.256655446	6.100639664	6.856257004	6.464268067	6.199102469	5.401164431	5.63256703	5.76470971	8.125773648	7.166922399	5.227554047	7.388769008	7.367043417	7.910618253	11.44511007	8.721654213	7.239251573	6.050264857	7.489078681	7.380443439	9.183137316	8.566389743	6.852807606
FBgn0031893	CG4495	MICU1	Mitochondrial calcium uptake 1	GAIN	41.76589105	42.04751743	41.50067183	39.13721782	40.63627192	42.8028752	41.96740848	41.08518437	45.07150277	42.22709378	40.11621973	43.22208148	41.39765949	40.98635317	42.83483385	48.59002907	48.04007403	45.91758711	40.455611	40.79804922	42.02356428	46.36046488	46.61461698	44.41700751
FBgn0011774	CG5247	Irbp	Inverted repeat-binding protein	GAIN	7.593186667	6.292367711	6.953929324	8.365335442	7.15625738	5.296790753	6.799704692	6.697675751	7.221934284	9.532092748	8.089671674	5.89807521	8.812012831	9.755990363	10.81545197	16.41462984	13.48090612	9.628138627	8.580719499	8.915444551	8.728150325	15.3251229	12.82531849	10.24257553
FBgn0027111	CG1221	miple1	midkine and pleiotrophin 1	GAIN	171.9608185	170.321318	169.8618717	171.6924394	170.8712111	170.202048	181.1021498	167.2750645	205.2610276	172.1054465	159.9208971	171.1968571	159.7643676	165.035545	179.5594961	210.4021489	183.3642902	193.6461197	149.1445223	156.4859932	165.8804706	203.9336806	198.4933202	196.2149786
FBgn0010215	CG17947	alpha-Cat	alpha Catenin	GAIN	40.82739074	39.33969962	40.93193363	45.96956141	44.09153385	38.71609689	41.59290386	37.52918956	41.4375855	49.90574916	42.72561476	39.46282551	44.28436504	40.76585623	44.78503977	57.2545471	50.41447115	43.57794279	37.78214143	38.29725943	41.26135432	50.17587406	50.79292416	43.80181003
FBgn0030854	CG8289	CG8289	uncharacterized protein	GAIN	22.6336508	23.07690177	24.22220537	22.49731978	25.16693858	23.47722493	23.72169705	23.82171581	23.56011036	24.70211454	24.19533068	25.5630918	26.08159868	22.41357058	27.25992013	31.20627176	30.50622589	28.57717429	24.33434113	23.50330483	25.76894676	30.40456924	31.30168492	28.41646938
FBgn0051897	CG31897	CG31897	uncharacterized protein	GAIN	0.681570637	0.970875747	0.807476188	0.946716095	0.859683032	0.900000134	0.887187245	0.851834606	1.001454229	0.975139435	1.052634466	0.933267149	0.841848907	0.979065273	1.187659357	1.856564503	1.451484269	1.119498241	0.871991604	0.951598999	0.977701456	1.404776819	1.263949321	1.175229671
FBgn0004055	CG3533	uzip	unzipped	GAIN	33.15623062	34.12944195	33.82960943	36.36750446	37.29237676	34.16873241	33.66243738	33.01147865	35.59242333	37.76683327	34.62110497	33.16183912	33.45177819	31.99381247	34.12637392	42.32417169	41.47242595	36.84213733	31.40869018	34.40869864	35.60670746	38.73365694	40.7313977	36.97932502
FBgn0035996	CG3448	CG3448	uncharacterized protein	GAIN	4.467337502	4.850290039	4.975027319	6.064198822	4.960185467	6.575965765	4.199755703	3.607689109	4.069683979	8.036404978	6.187021126	6.356024199	6.748788476	7.252381262	9.329932094	14.85310031	12.19194817	9.189297847	7.254221083	7.016885521	9.478972538	13.05197364	9.65010471	8.290531109
FBgn0052438	CG32438	SMC5	Structural maintenance of chromosomes 5	GAIN	8.253805085	7.390321263	8.141776654	7.834249453	9.25342039	9.224050763	8.268786323	7.419715999	8.56163678	8.83623887	8.526581731	7.78925981	8.537586927	7.740936911	8.613086911	10.65110497	11.13948409	10.2249956	7.394000468	7.139111555	8.353679505	9.734951652	10.73981228	9.833017705
FBgn0266282	CG5524	jnj	java no jive	GAIN	6.613872917	6.888870995	7.143226763	7.363252844	7.68127413	6.604465567	6.515207045	6.739521202	8.48330483	7.899552159	7.290647405	7.854968713	7.280382224	7.262249447	7.62153586	10.15899821	9.683721647	9.327597677	6.873819943	6.527541238	7.926303771	8.942687481	10.16692064	8.729596676
