RAWDATA	FLYBASE	SYMBOL
FBgn0083033	FBgn0083033	snoRNA:Psi18S-525f
FBgn0083039	FBgn0083039	snoRNA:Psi18S-301
FBgn0082988	FBgn0082988	snoRNA:Psi28S-2442b
FBgn0082975	FBgn0082975	snoRNA:Psi28S-3305b
FBgn0083032	FBgn0083032	snoRNA:Psi18S-525g
FBgn0082919	FBgn0082919	snoRNA:Or-CD4
FBgn0083012	FBgn0083012	snoRNA:Psi28S-1135a
FBgn0260469	FBgn0260469	CR14578
FBgn0083055	FBgn0083055	snoRNA:Psi18S-1295
FBgn0083046	FBgn0083046	snoRNA:Psi18S-1389a
FBgn0082989	FBgn0082989	snoRNA:Psi28S-2442a
FBgn0082929	FBgn0082929	snoRNA:Me28S-G2703c
FBgn0082972	FBgn0082972	snoRNA:Psi28S-3316a
FBgn0082937	FBgn0082937	snoRNA:Me28S-C2645b
FBgn0082941	FBgn0082941	snoRNA:Me28S-A992
FBgn0082983	FBgn0082983	snoRNA:Psi28S-2626
FBgn0082950	FBgn0082950	snoRNA:Me18S-G1952
FBgn0083000	FBgn0083000	snoRNA:Psi28S-1192b
FBgn0040020	FBgn0040020	MED21
FBgn0083013	FBgn0083013	snoRNA:Psi28S-1060
FBgn0040531	FBgn0040531	CG11741
FBgn0083028	FBgn0083028	snoRNA:Psi18S-525k
FBgn0082995	FBgn0082995	snoRNA:Psi28S-1837b
FBgn0083023	FBgn0083023	snoRNA:Psi18S-640d
FBgn0082946	FBgn0082946	snoRNA:Me28S-A2634a
FBgn0058263	FBgn0058263	MFS17
FBgn0083120	FBgn0083120	Uhg8
FBgn0083026	FBgn0083026	snoRNA:Psi18S-640a
FBgn0082922	FBgn0082922	snoRNA:Or-aca4
FBgn0082981	FBgn0082981	snoRNA:Psi28S-2949
FBgn0083058	FBgn0083058	snoRNA:Psi18S-1086
FBgn0082939	FBgn0082939	snoRNA:Me28S-C3227b
FBgn0083004	FBgn0083004	snoRNA:Psi28S-1175b
FBgn0046698	FBgn0046698	Pp1-Y2
FBgn0040565	FBgn0040565	CG7606
FBgn0063298	FBgn0063298	asRNA:CR31429
FBgn0058441	FBgn0058441	CR40441
FBgn0040973	FBgn0040973	CG16824
FBgn0082957	FBgn0082957	snoRNA:Psi28S-3405d
FBgn0083011	FBgn0083011	snoRNA:Psi28S-1135b
FBgn0083020	FBgn0083020	snoRNA:Psi18S-640g
FBgn0082958	FBgn0082958	snoRNA:Psi28S-3405c
FBgn0082938	FBgn0082938	snoRNA:Me28S-C2645a
FBgn0039993	FBgn0039993	CG17691
FBgn0083049	FBgn0083049	snoRNA:Psi18S-1377c
FBgn0033145	FBgn0033145	CG12828
FBgn0082934	FBgn0082934	snoRNA:Me28S-G1083b
FBgn0083042	FBgn0083042	snoRNA:Psi18S-1854a
FBgn0082952	FBgn0082952	snoRNA:Me18S-A1061
FBgn0083037	FBgn0083037	snoRNA:Psi18S-525b
FBgn0082993	FBgn0082993	snoRNA:Psi28S-1936
FBgn0082953	FBgn0082953	snoRNA:Psi28S-612
FBgn0082986	FBgn0082986	snoRNA:Psi28S-2562
FBgn0082971	FBgn0082971	snoRNA:Psi28S-3316b
FBgn0032631	FBgn0032631	CG15140
FBgn0046697	FBgn0046697	Ppr-Y
FBgn0082945	FBgn0082945	snoRNA:Me28S-A2634b
FBgn0082948	FBgn0082948	snoRNA:Me18S-U1356b
FBgn0082930	FBgn0082930	snoRNA:Me28S-G2703b
FBgn0082925	FBgn0082925	snoRNA:Or-aca1
FBgn0083027	FBgn0083027	snoRNA:Psi18S-531
FBgn0082942	FBgn0082942	snoRNA:Me28S-A982b
FBgn0083025	FBgn0083025	snoRNA:Psi18S-640b
FBgn0083005	FBgn0083005	snoRNA:Psi28S-1175a
FBgn0061188	FBgn0061188	lncRNA:Yu
FBgn0083035	FBgn0083035	snoRNA:Psi18S-525d
FBgn0082935	FBgn0082935	snoRNA:Me28S-G1083a
FBgn0083054	FBgn0083054	snoRNA:Psi18S-1347a
FBgn0083006	FBgn0083006	snoRNA:Psi28S-1153
FBgn0082998	FBgn0082998	snoRNA:Psi28S-1192d
FBgn0083021	FBgn0083021	snoRNA:Psi18S-640f
FBgn0083030	FBgn0083030	snoRNA:Psi18S-525i
FBgn0069969	FBgn0069969	CG40498
FBgn0083047	FBgn0083047	snoRNA:Psi18S-1377e
FBgn0082959	FBgn0082959	snoRNA:Psi28S-3405b
FBgn0083007	FBgn0083007	snoRNA:Psi28S-1135f
FBgn0082954	FBgn0082954	snoRNA:Psi28S-3571
FBgn0058100	FBgn0058100	CR40100
FBgn0083038	FBgn0083038	snoRNA:Psi18S-525a
FBgn0020660	FBgn0020660	eIF4B
FBgn0083024	FBgn0083024	snoRNA:Psi18S-640c
FBgn0040001	FBgn0287184	FASN3
FBgn0082980	FBgn0082980	snoRNA:Psi28S-2996
FBgn0082962	FBgn0082962	snoRNA:Psi28S-3385a
FBgn0085188	FBgn0085188	CG34159
FBgn0085190	FBgn0085190	CG34161
FBgn0085191	FBgn0085191	CG34162
FBgn0085192	FBgn0085192	CG34163
FBgn0085193	FBgn0085193	CG34164
FBgn0085194	FBgn0085194	CG34165
FBgn0085195	FBgn0085195	CG34166
FBgn0085196	FBgn0085196	CG34167
FBgn0085197	FBgn0085197	CG34168
FBgn0085198	FBgn0085198	CG34169
FBgn0085199	FBgn0085199	CG34170
FBgn0085200	FBgn0085200	CG34171
FBgn0085201	FBgn0085201	CG34172
FBgn0085202	FBgn0085202	CG34173
FBgn0085203	FBgn0085203	CG34174
FBgn0085204	FBgn0085204	CG34175
FBgn0085205	FBgn0085205	CG34176
FBgn0085206	FBgn0085206	CG34177
FBgn0085207	FBgn0085207	CG34178
FBgn0085208	FBgn0085208	CG34179
FBgn0085209	FBgn0085209	CG34180
FBgn0085210	FBgn0085210	CG34181
FBgn0085211	FBgn0085211	RpS28-like
FBgn0085212	FBgn0085212	CG34183
FBgn0085213	FBgn0085213	CG34184
FBgn0085214	FBgn0085214	CG34185
FBgn0085217	FBgn0085217	CG34188
FBgn0085218	FBgn0085218	CG34189
FBgn0085219	FBgn0085219	CG34190
FBgn0085220	FBgn0085220	Ufm1
FBgn0085222	FBgn0085222	CG34193
FBgn0085223	FBgn0085223	CG34194
FBgn0085224	FBgn0085224	CG34195
FBgn0085225	FBgn0085225	CG34196
FBgn0085227	FBgn0085227	CG34198
FBgn0085228	FBgn0085228	CG34199
FBgn0085229	FBgn0085229	CG34200
FBgn0085230	FBgn0085230	CG34201
FBgn0085231	FBgn0085231	CG34202
FBgn0085232	FBgn0085232	CG34203
FBgn0085233	FBgn0085233	CG34204
FBgn0085234	FBgn0085234	CG34205
FBgn0085235	FBgn0085235	CG34206
FBgn0085236	FBgn0085236	CG34207
FBgn0085237	FBgn0085237	CG34208
FBgn0085239	FBgn0085239	CG34210
FBgn0085240	FBgn0085240	CG34211
FBgn0085241	FBgn0085241	CG34212
FBgn0085242	FBgn0085242	CG34213
FBgn0085243	FBgn0085243	CG34214
FBgn0085244	FBgn0085244	CG34215
FBgn0085245	FBgn0085245	CG34216
FBgn0085246	FBgn0085246	CG34217
FBgn0085248	FBgn0085248	CG34219
FBgn0085249	FBgn0085249	CG34220
FBgn0085250	FBgn0085250	CG34221
FBgn0085252	FBgn0085252	CG34223
FBgn0085253	FBgn0085253	CG34224
FBgn0085254	FBgn0085254	CG34225
FBgn0085256	FBgn0085256	CG34227
FBgn0085257	FBgn0085257	CG34228
FBgn0085259	FBgn0085259	CG34230
FBgn0085260	FBgn0085260	CG34231
FBgn0085261	FBgn0085261	CG34232
FBgn0085263	FBgn0085263	CG34234
FBgn0085264	FBgn0085264	CG34235
FBgn0085265	FBgn0085265	CG34236
FBgn0085267	FBgn0085267	CG34238
FBgn0085271	FBgn0085271	CG34242
FBgn0085273	FBgn0085273	CG34244
FBgn0085274	FBgn0085274	CG34245
FBgn0085276	FBgn0085276	CG34247
FBgn0085277	FBgn0085277	CG34248
FBgn0085279	FBgn0085279	CG34250
FBgn0085280	FBgn0085280	CG34251
FBgn0085282	FBgn0085282	CG34253
FBgn0085283	FBgn0085283	CR34254
FBgn0085284	FBgn0085284	Blos3
FBgn0085285	FBgn0085285	CG34256
FBgn0085287	FBgn0085287	CG34258
FBgn0085288	FBgn0085288	CG34259
FBgn0085289	FBgn0085289	CG34260
FBgn0085290	FBgn0085290	CG34261
FBgn0085291	FBgn0085291	CR34262
FBgn0085292	FBgn0085292	CG34263
FBgn0085293	FBgn0284444	ddbt
FBgn0085294	FBgn0085294	CG34265
FBgn0085295	FBgn0085295	CG34266
FBgn0085296	FBgn0085296	CG34267
FBgn0085297	FBgn0085297	CG34268
FBgn0085298	FBgn0085298	CG34269
FBgn0085300	FBgn0085300	Cpr65Ay
FBgn0085302	FBgn0085302	CG34273
FBgn0085303	FBgn0085303	CG34274
FBgn0085305	FBgn0085305	CG34276
FBgn0085306	FBgn0085306	CG34277
FBgn0085307	FBgn0085307	CG34278
FBgn0085308	FBgn0085308	CG34279
FBgn0085309	FBgn0085309	CG34280
FBgn0085310	FBgn0085310	CG34281
FBgn0085311	FBgn0085311	CG34282
FBgn0085312	FBgn0085312	CG34283
FBgn0085313	FBgn0085313	CG34284
FBgn0085314	FBgn0085314	CR34285
FBgn0085315	FBgn0085315	CG34286
FBgn0085316	FBgn0085316	CG34287
FBgn0085317	FBgn0085317	CG34288
FBgn0085318	FBgn0085318	CG34289
FBgn0085319	FBgn0085319	CG34290
FBgn0085320	FBgn0085320	CG34291
FBgn0085321	FBgn0085321	CG34292
FBgn0085322	FBgn0085322	CG34293
FBgn0085324	FBgn0085324	CG34295
FBgn0085325	FBgn0085325	CG34296
FBgn0085326	FBgn0085326	CG34297
FBgn0085327	FBgn0085327	CG34298
FBgn0085328	FBgn0085328	CG34299
FBgn0085329	FBgn0085329	CG34300
FBgn0085330	FBgn0085330	CG34301
FBgn0085331	FBgn0085331	CG34302
FBgn0085332	FBgn0085332	CG34303
FBgn0085334	FBgn0085334	CG34305
FBgn0085336	FBgn0085336	CG34307
FBgn0085337	FBgn0085337	CG34308
FBgn0085339	FBgn0085339	CG34310
FBgn0085340	FBgn0085340	CR34311
FBgn0085341	FBgn0085341	CG34312
FBgn0085342	FBgn0085342	CG34313
FBgn0085343	FBgn0085343	Sws1
FBgn0085344	FBgn0085344	CG34315
FBgn0085345	FBgn0085345	CG34316
FBgn0085346	FBgn0085346	Rpp14a
FBgn0085349	FBgn0085349	CR34320
FBgn0085350	FBgn0085350	inaF-C
FBgn0085351	FBgn0085351	inaF-A
FBgn0085352	FBgn0085352	CG34323
FBgn0085353	FBgn0085353	CG34324
FBgn0085354	FBgn0085354	CG34325
FBgn0085356	FBgn0085356	CG34327
FBgn0085357	FBgn0085357	CG34328
FBgn0085358	FBgn0085358	Diedel3
FBgn0085359	FBgn0085359	CG34330
FBgn0085360	FBgn0085360	CG34331
FBgn0085361	FBgn0085361	CG34332
FBgn0085362	FBgn0085362	Vml
FBgn0085366	FBgn0085366	CG34337
FBgn0085367	FBgn0085367	CG34338
FBgn0085369	FBgn0085369	Drgx
FBgn0085370	FBgn0085370	Pde11
FBgn0085371	FBgn0085371	CG34342
FBgn0085374	FBgn0085374	CG34345
FBgn0085376	FBgn0085376	CG34347
FBgn0085377	FBgn0085377	CG34348
FBgn0085380	FBgn0085380	CG34351
FBgn0085382	FBgn0085382	CG34353
FBgn0085383	FBgn0085383	CG34354
FBgn0085384	FBgn0085384	CG34355
FBgn0085385	FBgn0085385	bma
FBgn0085386	FBgn0085386	CG34357
FBgn0085387	FBgn0085387	shakB
FBgn0085390	FBgn0085390	Dgk
FBgn0085391	FBgn0085391	trv
FBgn0085395	FBgn0085395	Shawl
FBgn0085396	FBgn0085396	CG34367
FBgn0085397	FBgn0085397	Fili
FBgn0085398	FBgn0085398	ppk9
FBgn0085399	FBgn0085399	CG34370
FBgn0085400	FBgn0085400	side-V
FBgn0085404	FBgn0085404	CG34375
FBgn0085405	FBgn0085405	CG34376
FBgn0085408	FBgn0085408	Shrm
FBgn0085409	FBgn0085409	smal
FBgn0085410	FBgn0085410	TrissinR
FBgn0085411	FBgn0085411	CG34382
FBgn0085412	FBgn0085412	kmr
FBgn0085413	FBgn0085413	CG34384
FBgn0085414	FBgn0085414	dpr12
FBgn0085415	FBgn0085415	CG34386
FBgn0085417	FBgn0085417	natalisin
FBgn0085419	FBgn0085419	Rgk2
FBgn0085420	FBgn0085420	DIP-delta
FBgn0085421	FBgn0085421	Epac
FBgn0085422	FBgn0085422	CG34393
FBgn0085423	FBgn0085423	GramD1B
FBgn0085424	FBgn0085424	nub
FBgn0085425	FBgn0085425	CG34396
FBgn0085426	FBgn0085426	Rgk3
FBgn0085427	FBgn0085427	CG34398
FBgn0085428	FBgn0085428	Nox
FBgn0085430	FBgn0085430	CG34401
FBgn0085431	FBgn0085431	CG34402
FBgn0085432	FBgn0085432	pan
FBgn0085433	FBgn0085433	CG34404
FBgn0085434	FBgn0085434	NaCP60E
FBgn0085436	FBgn0085436	Not1
FBgn0085437	FBgn0085437	CG34408
FBgn0085438	FBgn0085438	CG34409
FBgn0085440	FBgn0085440	Lgr4
FBgn0085442	FBgn0085442	NKAIN
FBgn0085443	FBgn0085443	spri
FBgn0085444	FBgn0085444	mute
FBgn0085446	FBgn0085446	CG34417
FBgn0085447	FBgn0085447	sif
FBgn0085450	FBgn0085450	Snoo
FBgn0085451	FBgn0085451	htk
FBgn0085452	FBgn0085452	CG34423
FBgn0085453	FBgn0085453	Mthfs
FBgn0085454	FBgn0085454	CG34425
FBgn0085455	FBgn0085455	CG34426
FBgn0085456	FBgn0085456	CG34427
FBgn0085457	FBgn0085457	CG34428
FBgn0085458	FBgn0085458	CG34429
FBgn0085459	FBgn0085459	CG34430
FBgn0085460	FBgn0085460	CG34431
FBgn0085461	FBgn0085461	CG34432
FBgn0085462	FBgn0085462	CG34433
FBgn0085464	FBgn0085464	CG34435
FBgn0085465	FBgn0085465	CG34436
FBgn0085466	FBgn0085466	CG34437
FBgn0085468	FBgn0085468	ND-MWFE
FBgn0085470	FBgn0085470	lmgB
FBgn0085471	FBgn0085471	CG34442
FBgn0085472	FBgn0085472	CG34443
FBgn0085473	FBgn0085473	CG34444
FBgn0085474	FBgn0085474	CG34445
FBgn0085475	FBgn0085475	CG34446
FBgn0085476	FBgn0085476	CG34447
FBgn0085477	FBgn0085477	CG34448
FBgn0085478	FBgn0085478	Zdhhc8
FBgn0085479	FBgn0085479	CG34450
FBgn0085480	FBgn0085480	CG34451
FBgn0085481	FBgn0085481	CG34452
FBgn0085482	FBgn0085482	CG34453
FBgn0085483	FBgn0085483	CG34454
FBgn0085484	FBgn0085484	Pdxk
FBgn0085485	FBgn0085485	CG34456
FBgn0085486	FBgn0085486	CG34457
FBgn0085487	FBgn0085487	CG34458
FBgn0085488	FBgn0085488	CG34459
FBgn0085489	FBgn0085489	CG34460
FBgn0085491	FBgn0085491	CG34462
FBgn0085494	FBgn0085494	Mst77Y-16Psi
FBgn0085500	FBgn0085500	CR40601
FBgn0085505	FBgn0085505	lncRNA:CR40629
FBgn0085506	FBgn0085506	CG40635
FBgn0085511	FBgn0085511	lncRNA:CR40719
FBgn0085512	FBgn0085512	RYa
FBgn0085520	FBgn0085520	CR40801
FBgn0085521	FBgn0085521	CG40813
FBgn0085523	FBgn0085523	Su(Ste):CR40820
FBgn0085540	FBgn0085540	lncRNA:CR40947
FBgn0085732	FBgn0085732	CR40190
FBgn0085570	FBgn0085570	CR41243
FBgn0085786	FBgn0085786	CR41501
FBgn0085569	FBgn0085569	CG41242
FBgn0085638	FBgn0085638	CG41378
FBgn0085582	FBgn0085582	lncRNA:CR41257
FBgn0085664	FBgn0085664	CR41519
FBgn0085810	FBgn0085810	CR41597
FBgn0085736	FBgn0085736	CG40472
FBgn0085612	FBgn0085612	CR41320
FBgn0085599	FBgn0085599	CG41284
FBgn0085812	FBgn0085812	lncRNA:CR41601
FBgn0085644	FBgn0085644	CR41423
FBgn0085816	FBgn0085816	CR41606
FBgn0085817	FBgn0085817	CR41607
FBgn0085819	FBgn0085819	28SrRNA-Psi:CR41609
FBgn0085693	FBgn0085693	CG41562
FBgn0085777	FBgn0085777	CR40959
FBgn0085807	FBgn0085807	CR41590
FBgn0085760	FBgn0085760	CR40641
FBgn0085746	FBgn0085746	CR40571
FBgn0085773	FBgn0085773	CR40766
FBgn0085752	FBgn0085752	CR40594
FBgn0085795	FBgn0085795	CR41535
FBgn0085771	FBgn0085771	28SrRNA-Psi:CR40741
FBgn0085827	FBgn0085827	CR41621
FBgn0085768	FBgn0085768	CR40712
FBgn0085757	FBgn0085757	CR40621
FBgn0085758	FBgn0085758	CR40639
FBgn0085764	FBgn0085764	CR40668
FBgn0085761	FBgn0085761	CR40642
FBgn0085748	FBgn0085748	CR40573
FBgn0085799	FBgn0085799	CR41544
FBgn0085759	FBgn0085759	CR40640
FBgn0085802	FBgn0085802	18SrRNA:CR41548
FBgn0085737	FBgn0085737	CR40502
FBgn0085766	FBgn0085766	CR40679
FBgn0085772	FBgn0085772	CR40743
FBgn0085825	FBgn0085825	CR41619
FBgn0085753	FBgn0085753	28SrRNA-Psi:CR40596
FBgn0085826	FBgn0085826	CR41620
FBgn0085756	FBgn0085756	CR40613
FBgn0085803	FBgn0085803	CR41550
FBgn0085822	FBgn0085822	CR41613
FBgn0085751	FBgn0085751	CR40582
FBgn0085744	FBgn0085744	CR40561
FBgn0085808	FBgn0085808	CR41591
FBgn0085673	FBgn0085673	Su(Ste):CR41533
FBgn0085755	FBgn0085755	CR40611
FBgn0085805	FBgn0085805	CR41583
FBgn0085804	FBgn0085804	CR41571
FBgn0085828	FBgn0085828	CR42195
FBgn0085692	FBgn0085692	CG41561
FBgn0085734	FBgn0085734	CR40450
FBgn0085784	FBgn0085784	CR41379
FBgn0085765	FBgn0085765	2SrRNA-Psi:CR40677
FBgn0085813	FBgn0085813	18SrRNA-Psi:CR41602
FBgn0085789	FBgn0085789	CR41506
FBgn0085788	FBgn0085788	CR41504
FBgn0085792	FBgn0085792	CR41509
FBgn0085791	FBgn0085791	CR41508
FBgn0085790	FBgn0085790	CR41507
FBgn0085831	FBgn0085831	CR42201
FBgn0086021	FBgn0086021	snoRNA:MeU6-C68
FBgn0086022	FBgn0086022	snoRNA:Me28S-U1130
FBgn0086023	FBgn0086023	snoRNA:Me28S-A2589a
FBgn0086024	FBgn0086024	snoRNA:Me28S-A2589b
FBgn0086025	FBgn0086025	snoRNA:Me28S-A2589c
FBgn0086026	FBgn0086026	snoRNA:Me28S-G2596
FBgn0086027	FBgn0086027	snoRNA:Or-CD1
FBgn0086028	FBgn0086028	snoRNA:Me28S-G2173
FBgn0086029	FBgn0086029	snoRNA:Me18S-A1597
FBgn0086030	FBgn0086030	snoRNA:Me18S-G393
FBgn0086031	FBgn0086031	snoRNA:Me28S-U1230
FBgn0086032	FBgn0086032	snoRNA:Me28S-C437
FBgn0086033	FBgn0086033	snoRNA:Me28S-A2486
FBgn0086034	FBgn0086034	snoRNA:Me28S-G2743
FBgn0086035	FBgn0086035	snoRNA:Me18S-G642
FBgn0086036	FBgn0086036	snoRNA:Me18S-A934
FBgn0086037	FBgn0086037	snoRNA:Me28S-A2958
FBgn0086038	FBgn0086038	snoRNA:Me28S-C1237
FBgn0086039	FBgn0086039	snoRNA:Me28S-A2113
FBgn0086040	FBgn0086040	snoRNA:Me28S-A3365
FBgn0086041	FBgn0086041	snoRNA:Me18S-A469
FBgn0086042	FBgn0086042	snoRNA:Me28S-G980
FBgn0086043	FBgn0086043	snoRNA:Me18S-C1024
FBgn0086044	FBgn0086044	snoRNA:Me28S-U1688
FBgn0086045	FBgn0086045	snoRNA:Me18S-A627
FBgn0086046	FBgn0086046	snoRNA:Me28S-A1705
FBgn0086047	FBgn0086047	snoRNA:Me18S-G894
FBgn0086048	FBgn0086048	snoRNA:Me28S-U3344b
FBgn0086049	FBgn0086049	snoRNA:Me28S-U3344a
FBgn0086051	FBgn0086051	snoRNA:Me28S-U2134a
FBgn0086052	FBgn0086052	snoRNA:Me18S-G423
FBgn0086053	FBgn0086053	snoRNA:Me18S-G1358a
FBgn0086054	FBgn0086054	snoRNA:Me18S-G1358b
FBgn0086055	FBgn0086055	snoRNA:Me18S-C1096
FBgn0086056	FBgn0086056	snoRNA:Me18S-A425
FBgn0086057	FBgn0086057	snoRNA:Me28S-G2017
FBgn0086058	FBgn0086058	snoRNA:Me18S-G1189
FBgn0086059	FBgn0086059	snoRNA:Me18S-C1280
FBgn0086060	FBgn0086060	snoRNA:Me28S-U1554
FBgn0086061	FBgn0086061	snoRNA:Or-CD8
FBgn0086062	FBgn0086062	snoRNA:Me28S-C788b
FBgn0086063	FBgn0086063	snoRNA:Me28S-C788a
FBgn0086064	FBgn0086064	snoRNA:Me28S-G3113b
FBgn0086065	FBgn0086065	snoRNA:Me28S-G3113a
FBgn0086066	FBgn0086066	snoRNA:Me5.8S-G74
FBgn0086067	FBgn0086067	snoRNA:Me28S-A771
FBgn0086068	FBgn0086068	snoRNA:Or-CD12
FBgn0086069	FBgn0086069	snoRNA:Me28S-C3351
FBgn0086070	FBgn0086070	snoRNA:Or-CD11c
FBgn0086071	FBgn0086071	snoRNA:Or-CD11b
FBgn0086072	FBgn0086072	snoRNA:Or-CD11a
FBgn0086073	FBgn0086073	snoRNA:Me18S-A1494
FBgn0086074	FBgn0086074	snoRNA:Me18S-A1806
FBgn0086075	FBgn0086075	snoRNA:Me28S-G3253
FBgn0086076	FBgn0086076	snoRNA:MeU2-A31
FBgn0086077	FBgn0086077	snoRNA:Me18S-G962
FBgn0086078	FBgn0086078	snoRNA:Me28S-A774b
FBgn0086079	FBgn0086079	snoRNA:Me28S-A774a
FBgn0086080	FBgn0086080	snoRNA:Me28S-A576
FBgn0086081	FBgn0086081	snoRNA:Me28S-A30
FBgn0086082	FBgn0086082	snoRNA:Or-CD11
FBgn0086129	FBgn0086129	snama
FBgn0086130	FBgn0086130	Dbp21E2
FBgn0086134	FBgn0086134	Prosalpha2
FBgn0086200	FBgn0086200	CR42490
FBgn0086251	FBgn0086251	del
FBgn0086253	FBgn0086253	rumi
FBgn0086254	FBgn0086254	Akr1B
FBgn0086265	FBgn0086265	psd
FBgn0086266	FBgn0086266	Vm26Ac
FBgn0086346	FBgn0086346	ALiX
FBgn0086347	FBgn0086347	Myo31DF
FBgn0086348	FBgn0086348	se
FBgn0086350	FBgn0086350	tef
FBgn0086355	FBgn0086355	Tpi
FBgn0086356	FBgn0086356	tum
FBgn0086357	FBgn0086357	Sec61alpha
FBgn0086358	FBgn0086358	Tab2
FBgn0086359	FBgn0086359	Invadolysin
FBgn0086361	FBgn0086361	alph
FBgn0086362	FBgn0086362	spn-F
FBgn0086365	FBgn0086365	Orct2
FBgn0086367	FBgn0086367	t
FBgn0086368	FBgn0086368	tw
FBgn0086370	FBgn0086370	sra
FBgn0086371	FBgn0086371	poly
FBgn0086372	FBgn0086372	lap
FBgn0086378	FBgn0086378	Alg-2
FBgn0086384	FBgn0086384	Mer
FBgn0086408	FBgn0086408	stl
FBgn0086442	FBgn0086442	mib2
FBgn0086443	FBgn0086443	AsnRS
FBgn0086444	FBgn0086444	l(2)37Cb
FBgn0086445	FBgn0086445	l(2)37Cd
FBgn0086446	FBgn0086446	DCTN6-p27
FBgn0086447	FBgn0086447	l(2)37Cg
FBgn0086448	FBgn0086448	PIG-Q
FBgn0086450	FBgn0086450	su(r)
FBgn0086451	FBgn0086451	l(2)k09022
FBgn0086472	FBgn0086472	RpS25
FBgn0086519	FBgn0086519	Cpr47Eg
FBgn0086532	FBgn0086532	Spt-I
FBgn0086533	FBgn0086533	snoRNA:Me18S-C419
FBgn0086558	FBgn0086558	Ubi-p5E
FBgn0086600	FBgn0086600	snoRNA:Psi18S-1347c
FBgn0086601	FBgn0086601	snoRNA:Psi28S-3327c
FBgn0086602	FBgn0086602	snoRNA:Psi28S-3436b
FBgn0086603	FBgn0086603	snoRNA:Or-CD2
FBgn0086604	FBgn0086604	side-VIII
FBgn0086605	FBgn0086605	CG9853
FBgn0086608	FBgn0086608	CG34112
FBgn0086610	FBgn0086610	CG33342
FBgn0086611	FBgn0086611	Lcp65Ag3
FBgn0086613	FBgn0086613	Ino80
FBgn0086655	FBgn0086655	jing
FBgn0086656	FBgn0086656	shrb
FBgn0086657	FBgn0086657	IKKepsilon
FBgn0086658	FBgn0086658	snoRNA:Psi28S-1180
FBgn0086659	FBgn0086659	snoRNA:Psi18S-176
FBgn0086660	FBgn0086660	snoRNA:Psi28S-1837a
FBgn0086661	FBgn0086661	snoRNA:Psi28S-2566
FBgn0086662	FBgn0086662	snoRNA:Psi28S-3186
FBgn0086663	FBgn0086663	snoRNA:Psi18S-1275
FBgn0086664	FBgn0086664	snoRNA:Psi28S-2149
FBgn0086665	FBgn0086665	snoRNA:Psi18S-1377a
FBgn0086666	FBgn0086666	snoRNA:Psi28S-2179
FBgn0086667	FBgn0086667	snoRNA:Psi28S-3342
FBgn0086668	FBgn0086668	snoRNA:Psi28S-3436a
FBgn0086669	FBgn0086669	snoRNA:Psi18S-841a
FBgn0086670	FBgn0086670	snoRNA:Psi28S-2622
FBgn0086671	FBgn0086671	snoRNA:Psi28S-2876
FBgn0086672	FBgn0086672	snoRNA:Or-aca5
FBgn0086673	FBgn0086673	CG13272
FBgn0086674	FBgn0086674	Tpst
FBgn0086675	FBgn0086675	fne
FBgn0086676	FBgn0086676	spin
FBgn0086677	FBgn0086677	jeb
FBgn0086679	FBgn0086679	p
FBgn0086680	FBgn0086680	vvl
FBgn0086681	FBgn0086681	Mst36Fa
FBgn0086683	FBgn0086683	Spf45
FBgn0085407	FBgn0085407	Pvf3
FBgn0086686	FBgn0086686	l(3)L1231
FBgn0086687	FBgn0086687	Desat1
FBgn0086690	FBgn0086690	Plp
FBgn0086691	FBgn0086691	UK114
FBgn0086693	FBgn0086693	iav
FBgn0086694	FBgn0086694	Bre1
FBgn0086695	FBgn0086695	hd
FBgn0086698	FBgn0086698	frtz
FBgn0086704	FBgn0086704	stops
FBgn0086706	FBgn0086706	pix
FBgn0086707	FBgn0086707	ncm
FBgn0086708	FBgn0086708	stv
FBgn0086710	FBgn0086710	RpL30
FBgn0086711	FBgn0086711	mol
FBgn0086712	FBgn0086712	Egm
FBgn0086757	FBgn0086757	cbs
FBgn0086758	FBgn0086758	chinmo
FBgn0086768	FBgn0086768	Pcmt
FBgn0086778	FBgn0086778	nAChRalpha7
FBgn0086779	FBgn0086779	step
FBgn0086782	FBgn0086782	amn
FBgn0086784	FBgn0086784	stmA
FBgn0086785	FBgn0086785	Vps36
FBgn0086855	FBgn0086855	CG17078
FBgn0086856	FBgn0086856	CG11555
FBgn0086895	FBgn0086895	pea
FBgn0086898	FBgn0086898	dgo
FBgn0086900	FBgn0086900	Cpr65Ax1
FBgn0086901	FBgn0285955	cv-c
FBgn0086904	FBgn0086904	Nacalpha
FBgn0086906	FBgn0086906	sls
FBgn0086907	FBgn0086907	Cyt-c-d
FBgn0086908	FBgn0086908	egg
FBgn0086909	FBgn0086909	CG31751
FBgn0086912	FBgn0086912	mbm
FBgn0086913	FBgn0086913	Rab26
FBgn0086915	FBgn0086915	Mst77F
FBgn0086916	FBgn0086916	snky
FBgn0086917	FBgn0086917	spok
FBgn0087002	FBgn0087002	apolpp
FBgn0087005	FBgn0087005	rtp
FBgn0087007	FBgn0087007	bbg
FBgn0087008	FBgn0087008	e(y)3
FBgn0087011	FBgn0087011	CG41520
FBgn0087012	FBgn0087012	5-HT2A
FBgn0087013	FBgn0087013	Karybeta3
FBgn0087021	FBgn0087021	Spc25
FBgn0087035	FBgn0087035	AGO2
FBgn0087039	FBgn0087039	Sbp2
