Chr	Start	End	Strand	Length
FBgn0250746	3R;3R;3R	5357012;5357355;5357924	5357283;5357856;5358364	-;-;-	1215
FBgn0250753	3R;3R;3R;3R;3R;3R;3R;3R;3R	5595364;5596861;5597272;5597772;5598204;5598944;5599116;5600038;5601015	5596122;5597203;5597515;5597937;5598342;5599044;5599573;5600571;5601136	-;-;-;-;-;-;-;-;-	2866
FBgn0250754	3R;3R;3R;3R;3R;3R;3R	16458280;16466463;16466893;16467033;16468833;16468950;16469234	16466385;16466837;16466973;16468675;16468876;16469171;16469663	-;-;-;-;-;-;-	10901
FBgn0250755	3R;3R;3R;3R;3R;3R;3R	31799634;31802839;31803574;31803765;31804097;31804516;31804767	31800614;31803520;31803704;31804039;31804363;31804699;31805278	-;-;-;-;-;-;-	3032
FBgn0250757	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	25907022;25907547;25910027;25910703;25910875;25911122;25911404;25911816;25912265;25912525;25913221;25913565;25913872;25914312;25914559;25914996;25915119;25915360;25915491;25915701;25916033;25916471;25916700;25917101;25917221;25917335;25917464;25917677;25917987;25918432;25918672;25919175;25919299;25919630;25919935;25920372;25920603	25907129;25908192;25910186;25910768;25910926;25911344;25911653;25912199;25912452;25913008;25913443;25913814;25914255;25914499;25914840;25915061;25915170;25915427;25915645;25915950;25916413;25916643;25916968;25917166;25917272;25917402;25917618;25917926;25918367;25918601;25919004;25919240;25919573;25919879;25920315;25920541;25921046	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8363
FBgn0250785	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	20788662;20789586;20789721;20790125;20790391;20790622;20791167;20792114;20794060;20796037;20796653	20789423;20789660;20790052;20790335;20790552;20790720;20791664;20792266;20794146;20796134;20797042	-;-;-;-;-;-;-;-;-;-;-	2867
FBgn0250786	2L;2L;2L;2L;2L;2L;2L;2L	2979562;2980470;2980636;2985240;2985476;2985641;2987387;2987512	2980377;2980574;2985177;2985413;2985585;2986150;2987482;2987723	-;-;-;-;-;-;-;-	6565
FBgn0250788	X;X;X;X;X;X;X;X	17657372;17660989;17667301;17667570;17667933;17668276;17668497;17668751	17657537;17667232;17667497;17667738;17668157;17668382;17668663;17669371	+;+;+;+;+;+;+;+	7896
FBgn0250789	3L;3L;3L;3L;3L;3L;3L;3L;3L	1778485;1779385;1780887;1781095;1781759;1784503;1784907;1789017;1795199	1779310;1779985;1780916;1781698;1783682;1784598;1788957;1789101;1795328	-;-;-;-;-;-;-;-;-	8347
FBgn0250791	3L;3L;3L;3L	20313632;20314608;20314983;20315398	20313884;20314923;20315303;20316577	+;+;+;+	2070
FBgn0250814	3L;3L;3L;3L	16584124;16584589;16584779;16585185	16584444;16584722;16585082;16586111	+;+;+;+	1686
FBgn0250815	3L;3L	6039155;6039530	6039452;6040135	+;+	904
FBgn0250816	3L;3L;3L;3L;3L;3L;3L;3L;3L	23554593;23555925;23566839;23568547;23583181;23618474;23634250;23649124;23689485	23554890;23556048;23567214;23569958;23583364;23618639;23634382;23649456;23689640	+;+;+;+;+;+;+;+;+	3182
FBgn0250817	2L	20253816	20254449	-	634
FBgn0250819	4;4;4;4;4;4;4;4;4;4;4;4	1185768;1186115;1186329;1187522;1187735;1188189;1189054;1189881;1190067;1192020;1192225;1192357	1185966;1186219;1186634;1187614;1187880;1188349;1189689;1190008;1190549;1192162;1192306;1192985	+;+;+;+;+;+;+;+;+;+;+;+	3111
FBgn0250820	3R;3R;3R;3R	21138270;21138555;21139118;21139690	21138488;21139065;21139579;21140365	+;+;+;+	1868
FBgn0250821	3R;3R	4251894;4252298	4252242;4253043	-;-	1095
FBgn0250822	2R;2R	10319844;10320446	10320372;10320500	-;-	584
FBgn0250823	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	16272452;16273001;16274152;16280889;16282081;16289294;16289631;16292476;16292724;16293987;16295669;16296662;16296836;16297175;16297457;16298470;16298831;16299591;16301245;16301805	16272499;16273330;16275169;16281024;16282408;16289373;16289839;16292550;16292834;16294153;16295820;16296776;16297104;16297345;16297960;16298550;16298896;16299689;16301351;16304768	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7030
FBgn0250824	2R;2R	21317793;21319861	21319803;21320017	-;-	2168
FBgn0250825	3L;3L	12127979;12128185	12128128;12128461	+;+	427
FBgn0250826	2L;2L	10579753;10579997	10579921;10580324	+;+	497
FBgn0250827	2R	8362359	8363218	-	860
FBgn0250830	2R;2R;2R;2R	4785855;4787138;4788400;4788761	4787075;4788345;4788642;4788965	-;-;-;-	2877
FBgn0250831	3R;3R	25806445;25806664	25806530;25806961	+;+	384
FBgn0250832	3R	29715068	29715377	-	310
FBgn0250833	3L;3L;3L	8325859;8326148;8326837	8326028;8326379;8328307	+;+;+	1873
FBgn0250834	2L;2L	14802334;14803023	14802971;14803293	+;+	909
FBgn0250835	2L;2L;2L	2591869;2592071;2592289	2592009;2592229;2592773	+;+;+	785
FBgn0250836	3L;3L;3L	7130874;7130965;7131144	7130901;7131010;7131505	+;+;+	436
FBgn0250837	2L	11011312	11012135	+	824
FBgn0250838	2R;2R	23385464;23386117	23386045;23386463	-;-	929
FBgn0250839	3R;3R;3R;3R;3R;3R	4956999;4957290;4957501;4959637;4959904;4960668	4957238;4957442;4957634;4959758;4960022;4961351	-;-;-;-;-;-	1452
FBgn0250841	2L	2268106	2269140	-	1035
FBgn0250842	2R;2R;2R	12845544;12845956;12846465	12845913;12846410;12846596	-;-;-	957
FBgn0250843	2L;2L;2L	10221351;10221514;10222202	10221445;10222143;10222546	+;+;+	1070
FBgn0250844	2L;2L;2L;2L	14547498;14547867;14548415;14548651	14547812;14548254;14548585;14549109	-;-;-;-	1333
FBgn0250845	3R;3R	7206652;7207764	7207708;7208431	-;-	1725
FBgn0250846	3R;3R;3R;3R	6605997;6607913;6608334;6608594	6607697;6608206;6608541;6608914	-;-;-;-	2524
FBgn0250847	2L;2L;2L;2L;2L	5215189;5215474;5215705;5216335;5216487	5215421;5215642;5216282;5216437;5216542	-;-;-;-;-	1139
FBgn0250848	3L;3L;3L	13994231;13994791;13995860	13994400;13995780;13996571	+;+;+	1872
FBgn0250849	3L;3L;3L	6983473;6983899;6984343	6983837;6984279;6984586	-;-;-	990
FBgn0250850	2R;2R;2R;2R;2R;2R;2R;2R;2R	20633876;20634431;20634747;20634957;20635180;20638343;20638559;20638779;20639150	20634368;20634688;20634897;20635122;20636072;20638496;20638721;20639091;20640681	-;-;-;-;-;-;-;-;-	4123
FBgn0250851	2R;2R;2R;2R;2R;2R;2R;2R;2R	17773964;17775493;17775717;17775934;17776158;17778213;17780601;17781341;17781770	17775435;17775654;17775874;17776096;17778152;17780469;17781279;17781487;17781930	-;-;-;-;-;-;-;-;-	7194
FBgn0250862	X;X;X;X;X;X	13115131;13120652;13121606;13122106;13122450;13122686	13115393;13120961;13121722;13122386;13122609;13123066	+;+;+;+;+;+	1512
FBgn0250867	2L;2L;2L;2L;2L;2L;2L;2L	20965520;20968636;20969165;20993233;21019776;21028635;21051003;21051774	20967746;20968967;20969523;20993377;21019777;21028681;21051422;21052164	-;-;-;-;-;-;-;-	3923
FBgn0250868	2R;2R	17572829;17573103	17573033;17573330	+;+	433
FBgn0250869	X	6330842	6333028	+	2187
FBgn0250871	X;X;X;X;X;X;X;X	11907409;11908813;11911071;11911286;11911494;11912231;11913412;11917069	11908729;11911015;11911210;11911423;11911577;11912471;11913446;11917260	-;-;-;-;-;-;-;-	4354
FBgn0250874	X;X;X;X;X	2730077;2730766;2730949;2731534;2731790	2730706;2730889;2731477;2731717;2732190	-;-;-;-;-	1868
FBgn0250903	2L	8524999	8528618	-	3620
FBgn0250904	X;X	5614554;5615931	5615804;5616370	-;-	1691
FBgn0250906	2L;2L;2L;2L;2L;2L;2L	2746880;2747311;2748320;2749212;2750079;2750914;2752995	2747252;2748255;2748792;2749313;2750147;2750989;2753068	-;-;-;-;-;-;-	2112
FBgn0250907	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	22999574;23003747;23003991;23005407;23012218;23012456;23016038;23025170;23025289;23025697;23025855	23000966;23003933;23005346;23005686;23012403;23015980;23016104;23025224;23025419;23025828;23025915	-;-;-;-;-;-;-;-;-;-;-	7373
FBgn0250908	3R;3R;3R;3R;3R;3R;3R;3R;3R	26645282;26650993;26661535;26662096;26662992;26663217;26663598;26666782;26681377	26649524;26651387;26661730;26662327;26663128;26663352;26663696;26666891;26681966	-;-;-;-;-;-;-;-;-	6138
FBgn0250910	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	12511570;12513143;12515144;12516450;12518895;12519166;12520456;12521798;12547287;12547911	12513023;12513251;12515557;12518319;12519072;12519441;12520656;12522659;12547704;12548229	-;-;-;-;-;-;-;-;-;-	6101
FBgn0250911	3L;3L;3L;3L;3L;3L;3L;3L;3L	2631715;2631977;2633538;2637068;2639615;2640026;2640337;2640578;2641012	2631916;2632121;2633809;2639553;2639872;2640271;2640516;2640926;2641984	+;+;+;+;+;+;+;+;+	5111
FBgn0259098	X;X	7411267;7411777	7411714;7411906	-;-	578
FBgn0259099	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	14903805;14921692;14926432;14931725;14939011;14939408;14939857;14940124;14940357;14940517;14941000;14941507;14942025	14904980;14921891;14926670;14931919;14939127;14939796;14940006;14940295;14940452;14940915;14941417;14941903;14942907	+;+;+;+;+;+;+;+;+;+;+;+;+	4831
FBgn0259101	X;X;X;X;X;X;X;X;X;X;X;X;X;X	11096273;11103037;11103438;11103829;11104113;11104375;11105152;11105364;11106495;11106919;11107191;11107407;11107569;11107979	11096305;11103084;11103615;11104054;11104310;11104777;11105309;11105460;11106849;11107090;11107348;11107506;11107920;11108148	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2648
FBgn0259108	X;X;X;X;X;X;X;X;X;X	1409069;1411726;1413418;1427676;1432743;1432975;1433254;1433476;1447364;1448847	1410121;1411978;1414685;1427774;1432915;1433197;1433412;1447295;1448783;1453686	+;+;+;+;+;+;+;+;+;+	23308
FBgn0259110	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	15946936;15949520;15950355;15951150;15953873;15954286;15958318;15960807;15961986;15962274;15962536;15962764;15962993;15963206;15963474;15963791;15964036;15964269;15964648;15964927;15965071;15965217;15965385;15965598;15966469;15972205;15973113	15948994;15949876;15950385;15951936;15953934;15954444;15958590;15960912;15962136;15962451;15962655;15962935;15963137;15963370;15963637;15963960;15964205;15964568;15964794;15964999;15965144;15965273;15965533;15965648;15967230;15973067;15973159	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7792
FBgn0259111	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	7223328;7224200;7225606;7226138;7228700;7229096;7229653;7230889;7231813;7233681;7234204;7234527;7236145;7237687;7240182;7244974;7245287;7248829	7223697;7225061;7225856;7227346;7229012;7229598;7230598;7231183;7231980;7233806;7234341;7234997;7236351;7237790;7240503;7245083;7245430;7249343	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7054
FBgn0259112	2R;2R;2R	14769599;14770385;14771238	14770323;14770973;14771295	-;-;-	1372
FBgn0259113	3R;3R;3R;3R;3R;3R	21666562;21667140;21667679;21670305;21671377;21671630	21666810;21667618;21670239;21671323;21671571;21671750	-;-;-;-;-;-	4624
FBgn0259139	3R;3R;3R;3R;3R;3R;3R;3R	11815206;11815841;11816612;11817194;11818006;11818573;11819018;11819211	11815765;11816544;11816757;11817338;11818137;11818960;11819071;11819339	-;-;-;-;-;-;-;-	2258
FBgn0259140	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	11801951;11802354;11802713;11802921;11803114;11803401;11805881;11807713;11807930;11808908;11810290;11810639;11810812;11811197;11811545;11813512;11813979	11802296;11802651;11802864;11803062;11803293;11805747;11807643;11807870;11808812;11810225;11810488;11810751;11811137;11811381;11813448;11813618;11814755	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11198
FBgn0259143	X;X;X;X;X;X;X;X	12463528;12465249;12471664;12475192;12475640;12475915;12476153;12476319	12464619;12465488;12471908;12475260;12475840;12475997;12476268;12478431	+;+;+;+;+;+;+;+	4159
FBgn0259145	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	22740999;22744252;22744511;22745045;22746876;22747136;22747367;22757865;22759051;22759764;22777023;22796896	22744182;22744397;22744736;22745212;22747025;22747277;22747518;22758931;22759405;22760588;22777314;22798289	-;-;-;-;-;-;-;-;-;-;-;-	8101
FBgn0259146	3R;3R;3R;3R;3R	25970080;25970841;25972507;25977667;25978145	25970291;25970936;25973042;25978077;25982736	+;+;+;+;+	5847
FBgn0259148	3L;3L;3L;3L	19954547;19955247;19955453;19955608	19955191;19955403;19955547;19955799	-;-;-;-	1089
FBgn0259149	X;X;X;X	5773023;5774006;5774558;5776183	5773941;5774369;5774896;5776647	-;-;-;-	2087
FBgn0259150	X;X;X;X;X;X;X	5650567;5655258;5655510;5655665;5655852;5660185;5662662	5655184;5655443;5655606;5655782;5656646;5662329;5662861	-;-;-;-;-;-;-	8159
FBgn0259151	2L;2L;2L;2L;2L;2L;2L	16337989;16338688;16339147;16339263;16339338;16339548;16339883	16338625;16339081;16339194;16339280;16339424;16339826;16340368	-;-;-;-;-;-;-	1949
FBgn0259152	3R;3R;3R;3R;3R;3R	25127502;25127630;25127932;25128733;25129673;25130847	25127617;25127866;25128661;25129610;25130788;25131155	+;+;+;+;+;+	3386
FBgn0259162	X;X;X;X;X;X	20538497;20540705;20541828;20553570;20564748;20564992	20538599;20541270;20542044;20553770;20564909;20567097	+;+;+;+;+;+	3355
FBgn0259163	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9734012;9735672;9735971;9736928;9737129;9738111;9738383;9738893;9739409;9743510;9747135;9748126;9749195;9749518;9750053;9750892;9752876;9759948	9735289;9735680;9735992;9736965;9737281;9738278;9738415;9739313;9739611;9744087;9748068;9749075;9749438;9749766;9750299;9751576;9753433;9760395	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7218
FBgn0259164	3L;3L;3L	6066296;6069450;6070221	6066889;6069892;6071545	+;+;+	2362
FBgn0259166	X;X;X;X;X;X;X;X;X	14228060;14228504;14229299;14230692;14231651;14232282;14233105;14233421;14233772	14228439;14229237;14230628;14231241;14232166;14233040;14233263;14233559;14234066	-;-;-;-;-;-;-;-;-	4862
FBgn0259167	3L;3L;3L	5803033;5803664;5805473	5803423;5805413;5805749	+;+;+	2418
FBgn0259168	X;X;X;X;X;X;X;X;X;X;X	17862697;17867568;17868982;17869893;17870255;17870486;17872619;17873255;17874405;17877421;17886404	17864545;17868369;17869816;17870179;17870422;17870657;17872753;17873400;17875040;17878516;17887222	-;-;-;-;-;-;-;-;-;-;-	6945
FBgn0259170	X;X;X;X;X;X;X;X;X;X;X	10266792;10276055;10277761;10278092;10278293;10278579;10286449;10289875;10307893;10323566;10325633	10267357;10277702;10278022;10278230;10278517;10279191;10287105;10290074;10309107;10324541;10325958	-;-;-;-;-;-;-;-;-;-;-	6827
FBgn0259171	X;X;X;X;X;X;X;X;X;X;X	12785563;12793577;12794095;12794458;12806898;12807077;12812170;12829710;12868228;12886601;12896718	12792963;12794012;12794390;12794584;12807005;12807228;12812495;12832340;12868771;12886669;12897327	-;-;-;-;-;-;-;-;-;-;-	12700
FBgn0259173	3L;3L;3L;3L;3L;3L;3L;3L	7142991;7144060;7144529;7144963;7145231;7145591;7145967;7155936	7144006;7144400;7144908;7145172;7145528;7145900;7147864;7157073	-;-;-;-;-;-;-;-	5591
FBgn0259174	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	17530081;17530809;17533506;17533751;17534351;17538662;17538814;17539456;17539567;17540688;17540902;17541301;17541676;17542200;17542551;17542891;17543096;17543505;17543764;17544060;17544256;17544461;17544677;17545035;17545508	17530422;17531035;17533648;17533849;17534562;17538744;17538895;17539494;17539736;17540838;17541026;17541403;17541966;17542384;17542812;17542962;17543152;17543612;17544001;17544184;17544397;17544617;17544970;17545433;17546660	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5259
FBgn0259175	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	14672839;14680199;14706751;14736043;14739435;14744189;14744531;14745428;14745955;14746235;14746487;14746708;14746978	14673223;14680787;14706878;14736135;14740148;14744443;14745307;14745881;14746175;14746404;14746647;14746913;14747868	+;+;+;+;+;+;+;+;+;+;+;+;+	5044
FBgn0259176	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	12455540;12460589;12477115;12482561;12491689;12493426;12498525;12504079;12516484;12536275;12537635;12537746;12545643	12458223;12461256;12477166;12483589;12492620;12493497;12498903;12504832;12517185;12537419;12537681;12540902;12546611	-;-;-;-;-;-;-;-;-;-;-;-;-	12590
FBgn0259178	3R;3R;3R;3R;3R;3R;3R;3R;3R	25040427;25041066;25043226;25043523;25043735;25043881;25044110;25044526;25044972	25040875;25042681;25043465;25043678;25043822;25044053;25044289;25044756;25045151	-;-;-;-;-;-;-;-;-	3313
FBgn0259179	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	22821430;22823020;22823437;22823664;22823873;22824624;22825093;22827262;22827577;22828184;22828509;22828663	22821628;22823199;22823583;22823817;22824030;22824744;22825250;22827333;22828116;22828447;22828606;22828903	+;+;+;+;+;+;+;+;+;+;+;+	2332
FBgn0259183	2R;2R;2R	14090325;14090657;14090856	14090597;14090792;14090972	+;+;+	526
FBgn0259184	2R;2R;2R	14091031;14091448;14091636	14091375;14091571;14091814	+;+;+	648
FBgn0259185	2R	24515685	24517458	+	1774
FBgn0259186	2R	24517824	24519152	+	1329
FBgn0259187	2R	24519423	24521147	+	1725
FBgn0259188	X;X;X	7881939;7883080;7883656	7883027;7883602;7884026	-;-;-	1983
FBgn0259189	X;X	7879800;7880867	7880813;7881679	-;-	1827
FBgn0259190	X;X	7876963;7878490	7878400;7878836	-;-	1785
FBgn0259192	2L;2L	2032519;2035882	2035564;2036041	-;-	3206
FBgn0259193	3R;3R	23402808;23403787	23403236;23405139	+;+	1782
FBgn0259194	3R;3R	23405509;23406041	23405982;23407402	+;+	1836
FBgn0259195	X;X	15574947;15575609	15575550;15575683	-;-	679
FBgn0259196	X;X	15555253;15555921	15555853;15556045	-;-	726
FBgn0259198	X	18724914	18725672	-	759
FBgn0259199	3L;3L;3L	2652088;2653718;2653970	2653657;2653906;2655455	+;+;+	3245
FBgn0259200	3L;3L;3L	2652088;2653718;2653970	2653657;2653906;2655455	+;+;+	3245
FBgn0259201	2L;2L	18812648;18813298	18813143;18813941	+;+	1140
FBgn0259202	2R;2R;2R;2R;2R;2R;2R	18658418;18658708;18658920;18659986;18660195;18660665;18661111	18658648;18658856;18659930;18660124;18660625;18660772;18661548	-;-;-;-;-;-;-	2507
FBgn0259203	3L;3L;3L;3L;3L;3L	7329132;7329429;7329716;7330299;7331292;7331393	7329363;7329688;7330239;7331231;7331336;7333471	+;+;+;+;+;+	4073
FBgn0259204	X;X;X	7011357;7011437;7011818	7011408;7011756;7012137	+;+;+	692
FBgn0259209	2R;2R;2R;2R;2R;2R;2R;2R;2R	24074602;24075174;24075449;24076181;24076346;24076503;24076654;24077058;24077438	24075069;24075337;24075954;24076283;24076442;24076599;24076950;24077378;24078223	+;+;+;+;+;+;+;+;+	2839
FBgn0259210	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	24415410;24415895;24416182;24416414;24416678;24416922;24417122;24417427;24418621;24418985;24420304;24421341;24421868;24422909;24423184;24423442;24423734;24425685;24427910	24415673;24415960;24416265;24416599;24416857;24417062;24417337;24417859;24418874;24419276;24420829;24421497;24422079;24423004;24423371;24423674;24423789;24426001;24428387	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4379
FBgn0259211	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	17801132;17801485;17808099;17814344;17817379;17821000;17823565;17827134;17827395;17828331;17828743;17830997;17831671;17834615;17835751;17839042;17839594;17840435;17840748	17801211;17803391;17809654;17814752;17817720;17821411;17823751;17827328;17828009;17828554;17828905;17831108;17831765;17834671;17835849;17839439;17839789;17840499;17842820	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9185
FBgn0259212	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	5170004;5174056;5174265;5177294;5177637;5178556;5181057;5181236;5181548;5182420;5183777;5184279;5184587;5185369;5187308;5197940;5201645;5202068;5202660;5203050;5203224;5216933	5173995;5174177;5176290;5177510;5177885;5180831;5181175;5181483;5182072;5182885;5183983;5184523;5184641;5185490;5187660;5198298;5201726;5202586;5202853;5203158;5203434;5217456	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13220
FBgn0259213	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	14907489;14911971;14912873;14913146;14914268;14916100;14917139;14917373;14919168;14921938;14922949;14932514;14934869;14935887;14936506;14936731;14938911;14941518;14962893;14971543	14909171;14912212;14912981;14913333;14914449;14916241;14917220;14917484;14919270;14922097;14923079;14932658;14935014;14936090;14936619;14936815;14939028;14941644;14963359;14972300	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5298
FBgn0259214	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	328193;329517;334670;337536;342922;348995;349213;349481;349730;350603;350765;351586;351884;352181;353943;354351;354680;355031;355310;358550;358844	329428;332002;335073;337547;343060;349146;349424;349679;350043;350690;351209;351827;352126;352590;353978;354561;354966;355225;355481;358657;358917	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7665
FBgn0259215	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	20851709;20852696;20853125;20853359;20853565;20853874;20854514;20859267;20859418;20859613;20859822	20852571;20853071;20853304;20853507;20853667;20854421;20854529;20859359;20859554;20859765;20859945	-;-;-;-;-;-;-;-;-;-;-	2742
FBgn0259216	4;4;4;4;4;4;4;4;4;4;4;4	254997;258312;258528;259278;259447;261230;261574;261777;263206;264352;264486;264744	257404;258466;258672;259370;259604;261511;261724;262667;263340;264429;264670;265574	+;+;+;+;+;+;+;+;+;+;+;+	5512
FBgn0259219	2R;2R;2R;2R;2R;2R;2R;2R;2R	13260101;13260478;13262485;13262906;13263493;13263800;13264370;13265321;13265453	13260417;13260894;13262794;13262997;13263665;13264327;13265121;13265388;13266336	+;+;+;+;+;+;+;+;+	3541
FBgn0259221	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	13414978;13415875;13416575;13417536;13418079;13419147;13419464;13420336;13421839;13422099;13422320;13422602;13423914;13425513;13428712;13429756;13436203;13438607	13415615;13415957;13416947;13417828;13419085;13419400;13420270;13421707;13422036;13422259;13422503;13422725;13424736;13426239;13428822;13429895;13437555;13439051	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9093
FBgn0259222	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	20740108;20746775;20747364;20747837;20749248;20749469;20749741;20750225;20750688;20752346;20753509;20753969;20754969	20740365;20747303;20747772;20748015;20749376;20749658;20749830;20750354;20750757;20752375;20753759;20754261;20756639	+;+;+;+;+;+;+;+;+;+;+;+;+	4229
FBgn0259223	X;X;X;X;X	18422413;18423494;18424219;18426271;18426448	18422493;18423761;18424542;18426376;18427001	+;+;+;+;+	1333
FBgn0259224	3L;3L;3L;3L;3L;3L;3L	3472447;3485710;3485844;3504720;3504888;3506075;3507298	3472707;3485743;3486278;3504803;3505316;3507207;3510895	+;+;+;+;+;+;+	5974
FBgn0259226	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	8573368;8574077;8574589;8574857;8575068;8575475;8576185;8578125;8580836;8581023;8582184;8583495;8584166;8584593	8573999;8574260;8574794;8575004;8575385;8575816;8577387;8578491;8580910;8582086;8582319;8584098;8584310;8584779	-;-;-;-;-;-;-;-;-;-;-;-;-;-	5611
FBgn0259227	3R;3R;3R;3R;3R	11656149;11667359;11671404;11672577;11673228	11656674;11670981;11671500;11673124;11673974	+;+;+;+;+	5541
FBgn0259228	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	6780790;6782561;6782770;6782963;6783610;6783890;6784624;6785511;6786156;6787096;6787351;6787590;6788203;6788461;6789712;6791768;6795352;6795449;6800050;6803107	6782486;6782692;6782895;6783532;6783778;6784554;6784735;6785663;6786812;6787266;6787520;6788125;6788393;6789051;6791161;6791891;6795388;6795578;6800710;6803593	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8829
FBgn0259229	2L;2L;2L;2L;2L;2L;2L;2L	1219293;1219657;1227702;1227828;1228192;1228465;1228714;1229253	1219591;1220035;1227763;1228137;1228408;1228652;1229185;1229802	+;+;+;+;+;+;+;+	2477
FBgn0259230	2L	2036409	2037265	-	857
FBgn0259231	X;X;X;X;X;X	18707494;18709161;18713357;18713750;18725737;18726556	18709081;18709458;18713695;18713950;18726485;18726572	-;-;-;-;-;-	3192
FBgn0259233	3R;3R;3R;3R;3R;3R;3R;3R	24772181;24773947;24775607;24775982;24779712;24780325;24781118;24781449	24772275;24774055;24775915;24776108;24780255;24781052;24781393;24784562	+;+;+;+;+;+;+;+	5302
FBgn0259234	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	9446046;9449086;9449746;9457885;9464228;9466872;9469847;9470029;9471276;9471421;9471701;9471819;9473235;9474262;9474924;9475095;9475309;9476101;9476226;9477063;9477219;9477374;9477543	9446511;9449684;9450274;9458757;9464432;9466963;9469914;9470164;9471347;9471565;9471756;9473165;9474200;9474860;9475037;9475204;9475425;9476168;9476998;9477137;9477246;9477487;9480076	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10086
FBgn0259236	3L;3L;3L;3L	15613184;15631898;15634182;15647200	15614022;15632804;15634490;15647762	-;-;-;-	2618
FBgn0259237	3R;3R;3R;3R;3R;3R;3R	21758764;21759464;21759849;21760092;21760463;21768517;21769000	21759396;21759760;21760035;21760339;21761177;21768920;21769301	+;+;+;+;+;+;+	2786
FBgn0259238	2R;2R;2R;2R	11294536;11295494;11296172;11297262	11295354;11295885;11296215;11297520	-;-;-;-	1514
FBgn0259239	3L;3L;3L;3L;3L	21183313;21185171;21186207;21188787;21192903	21185018;21185533;21186400;21189972;21193363	-;-;-;-;-	3910
