FLYBASE	FLYBASECG	SYMBOL	GENENAME	RhythmicityChange	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44
FBgn0036679	CG13022	CG13022	uncharacterized protein	LOSS	3.685732706	3.393427961	2.911061828	2.404642304	3.339359276	3.670147638	4.873799715	3.685175973	2.743888141	1.706056668	2.041816282	2.444559784	3.17997912	2.04874062	2.107771978	2.036211728	2.152527254	2.011222415	3.262563717	2.036904044	2.262389629	2.658426875	2.403238836	3.236842555
FBgn0001208	CG7399	Hn	Henna	GAIN	261.2790906	218.718791	190.1912997	216.7909459	212.89283	212.3868679	263.5968435	191.9274361	182.0257223	191.8105982	234.6173726	210.9822688	225.7662554	189.5117803	130.8359558	161.7990405	187.3539367	205.4837947	236.7199456	224.5639634	186.2887578	170.3184339	197.6705038	216.9988205
FBgn0000352	CG1708	cos	costa	GAIN	8.544338493	7.863860881	7.516333527	7.325435557	8.221890125	6.47030656	8.307325358	7.712331325	8.934729476	8.500065169	7.397013028	6.951945051	7.699530101	7.568266491	7.019081261	7.163528687	7.569683182	7.939862186	6.855127882	6.927098825	7.117264366	7.640225319	7.910976522	6.429084485
FBgn0038478	CG5148	cal1	chromosome alignment defect 1	GAIN	6.90379837	6.799476447	7.069079658	7.741211636	8.052058277	7.852036464	7.613071013	6.692553756	7.868060553	7.779346277	7.512494604	6.737678068	7.920107907	7.301738734	7.035005679	7.322958735	7.828936437	7.705625106	7.443842436	6.960998379	7.454799135	7.599473796	8.160848429	6.987664583
FBgn0266117	CR44843	asRNA:CR44843	antisense RNA:CR44843	GAIN	4.658321153	3.432290826	4.597243618	4.495400317	4.316422605	4.103681509	4.799506147	4.363785636	4.34160685	3.089747977	3.316836301	3.598894485	6.040645608	5.03710097	4.580727706	3.61137744	4.767096986	4.724104913	5.833225005	4.630240616	4.832704381	4.279586416	4.468440706	5.210731039
FBgn0037896	CG6728	ninaG	ninaG	GAIN	30.54418543	28.80971121	24.13752677	29.18993159	27.39862025	27.40661392	29.34289423	34.39557333	24.84992084	29.40647734	26.70629639	24.14539661	26.52412321	25.89831092	22.3165788	19.28595873	22.33227579	25.1888137	28.84576651	25.61793108	21.99758605	22.58713569	22.38998905	24.46514891
FBgn0036359	CG14105	CG14105	uncharacterized protein	GAIN	16.87204139	17.9679213	14.97710714	14.87498265	12.55627009	14.32982047	16.24188267	17.83285937	13.37401524	18.86070564	14.932628	16.52345283	12.69190465	13.76370012	11.03077599	9.852127262	9.377391252	9.178798887	11.10378572	16.42579501	10.96144934	10.98330793	9.292042372	9.251785966
FBgn0004101	CG3411	bs	blistered	GAIN	3.487497945	3.646689199	3.823267448	3.167235184	3.763371708	4.264119831	3.317373622	3.778336379	3.699481873	3.297466561	3.942399931	3.578708063	3.758347548	3.74587167	3.844599774	3.286921356	3.446829177	3.574247141	3.818241445	3.598575925	3.439770857	3.303258311	3.593822718	4.021975241
FBgn0031959	CG7104	spz3	spatzle 3	GAIN	1.627242509	1.969430621	2.544144843	1.893634538	1.582470205	1.986704391	1.617388435	1.851168884	2.256317191	1.779532819	1.737032482	2.11757612	1.759621675	2.061196154	1.766172018	1.525535505	1.216110421	1.547344005	1.897957763	1.98901445	1.642737458	1.225853319	1.603603176	2.004729398
FBgn0086254	CG6084	CG6084	uncharacterized protein	GAIN	124.8209856	129.4484182	110.4371114	120.0990085	94.24396738	99.51117006	128.792751	105.8642886	119.1623079	132.549468	114.5006051	103.6172737	98.61494136	114.9143361	107.1476411	109.2867135	80.76123753	77.08720244	103.4101761	116.314845	111.8422319	90.37777467	81.43972315	82.8629566
FBgn0262904	CR43259	asRNA:CR43259	antisense RNA:CR43259	GAIN	4.864917288	4.814578791	3.677530178	4.578824312	4.111260351	3.719742926	4.867457451	3.996793263	3.882257894	4.256858024	4.117575085	4.180455646	3.108587917	3.501304127	3.191344654	2.824712504	2.659157084	2.841406595	3.810478699	3.591509496	3.097110331	2.831965302	3.554047472	3.966486874
FBgn0034870	CG13559	CG13559	uncharacterized protein	GAIN	3.706284114	3.667934279	3.251957207	4.332635822	3.93859251	2.742431159	3.980882493	2.689673419	2.533656179	3.831674921	3.766087816	1.6375922	3.643451939	5.201489117	4.242521342	4.173225217	2.730493192	1.963936622	3.926964991	4.476425625	3.946346306	3.437196561	2.12249266	2.31787691
FBgn0039069	CG6763	CG6763	uncharacterized protein	GAIN	0.593988612	1.010354237	1.120862033	0.807873993	1.239895601	1.107947745	0.624887663	1.431448605	1.435701829	1.076872648	0.898258742	0.696847745	0.691376075	1.234395944	1.366395405	0.819912597	0.737573168	0.538573636	1.029674365	1.507378732	1.336492582	1.141981836	0.632057495	0.964803543
FBgn0011666	CG5099	msi	musashi	GAIN	17.49453998	16.06997758	16.45164063	16.84250592	16.21770508	14.31116834	17.74795491	15.72936019	17.48168808	17.43028197	14.25904418	15.35349487	13.82769216	17.35117031	18.78209603	14.79289198	14.96616636	12.85017963	13.36123363	15.18984392	15.76028032	17.12606753	14.06082799	12.64810562
FBgn0004795	CG5403	retn	retained	GAIN	15.79048473	13.23092386	21.01611079	17.04401359	14.87010644	15.97671358	14.29554135	14.1023626	17.28272443	15.80918016	15.17083829	15.40660787	14.65206968	17.44256337	23.8214027	17.54818568	13.8642564	13.9427656	13.83264128	15.43318829	22.57855857	15.82500628	13.77828304	12.77038405
FBgn0040512	CG3948	zetaCOP	Coat Protein (coatomer) zeta	GAIN	32.53055846	32.80178023	34.43902396	40.01529116	31.74971462	30.18043255	30.43027804	33.06845333	28.59702747	39.6500488	33.74042028	30.74989754	31.68224457	33.22439896	35.08538021	42.21046368	33.10015014	28.15989538	32.28494878	34.16501105	33.43044362	36.0320598	33.63757448	30.34355479
FBgn0028554	CG10203	x16	x16 splicing factor	GAIN	19.79374809	18.9510793	19.36392064	22.25625655	21.43492938	18.77556307	18.02689681	20.28437069	17.62155948	22.27724481	21.24723628	17.9796077	19.36412132	20.10723004	20.37664866	19.95014421	19.63991403	15.93569167	18.61019733	19.44269973	20.52732369	21.96012173	20.55497663	16.801473
FBgn0023534	CG17778	CG17778	uncharacterized protein	GAIN	17.95732759	20.00375095	17.92001144	20.89073402	19.15186658	17.04964758	17.57947192	19.28331815	18.10793175	21.63993943	16.74959644	17.39941712	15.72323009	21.12311076	27.80603413	20.83021193	17.98865745	16.75288596	16.98962702	20.02333744	21.70026847	25.87812411	17.52695435	18.03272211
FBgn0035951	CG5068	CG5068	uncharacterized protein	GAIN	22.2431833	24.45214968	22.0186721	25.45931594	23.43637897	23.95075125	23.19454823	27.83083767	21.77338446	24.48353139	24.06838102	20.07714664	20.21095528	23.58398755	23.73715897	22.78452612	21.535306	20.22978908	21.04888799	22.53138321	23.27077843	26.7305983	23.77695469	20.42258244
FBgn0035157	CG13894	CG13894	uncharacterized protein	GAIN	2.651077079	3.328612725	3.721460026	2.732498232	2.771587883	3.467899866	2.141767449	3.925897112	3.979549865	2.511452901	2.970563513	2.867466506	2.549557967	3.139369652	4.029680971	2.832452894	2.69060999	2.475891525	1.755094745	3.052905901	3.279482257	3.188711447	3.072266337	2.639422585
FBgn0265530	CR44380	lncRNA:CR44380	long non-coding RNA:CR44380	GAIN	0.754354747	1.340495055	1.548388763	1.009525639	1.593170124	1.128668591	0.818732505	1.283233218	1.593485591	1.316414793	1.190371081	1.383252267	1.079633238	1.194407944	2.449831544	1.191919484	1.148405548	0.724212778	0.824861753	1.232068897	2.100794133	1.002845863	0.815922504	0.949700298
FBgn0261611	CG42700	CG42700	uncharacterized protein	GAIN	3.532793987	4.487570474	4.253919162	5.269562898	4.609405334	3.43057991	3.782342735	4.399852077	3.845722805	4.846362305	4.489003565	3.342079946	3.48081391	4.109231104	4.898845409	4.452882398	4.329448162	3.502369817	3.597330469	3.221869232	4.327778438	4.516440482	4.50488855	3.524603362
FBgn0030029	CG15343	CG15343	uncharacterized protein	GAIN	3.5559429	4.333908105	3.443528201	5.19958486	5.550887047	4.35194607	3.353066883	4.098427612	4.17585286	6.115496571	4.228786617	5.33772141	5.990749694	5.548705257	6.588920682	5.952430813	5.173331324	3.925111026	4.288137544	4.47738063	5.718389884	7.182301675	5.843571563	4.530074716
FBgn0265959	CG44746	rdgC	retinal degeneration C	GAIN	56.06542376	48.50789438	57.77207934	63.01747009	65.52676272	48.49649741	58.76928456	51.76668658	61.86224871	61.92450961	60.98124912	52.72496796	42.13077929	46.6410183	62.04611249	55.61418933	52.70389253	39.94709107	44.037962	46.08703005	57.13279053	65.03634739	51.00919405	43.23510416
FBgn0002565	CG6806	Lsp2	Larval serum protein 2	GAIN	263.6859209	285.4858238	222.7561905	451.1230405	228.6656314	153.6548915	290.0233643	290.8420793	323.1787809	465.2581898	507.9584839	208.1533727	102.0023129	192.9358701	287.2896495	329.7093738	136.1055931	106.3358961	112.9607234	233.0302671	334.5998218	203.003918	148.3516973	101.4925029
FBgn0260799	CG17484	p120ctn	Adherens junction protein p120	GAIN	86.84826954	81.88714505	81.77034983	82.36042174	83.02844292	80.43762527	88.72003046	77.38389167	82.24691078	86.94436779	79.33363613	81.87960999	67.42308455	74.70493762	74.81386475	73.70403925	72.09210608	62.75917346	67.08414771	74.60915433	70.75946292	85.14025985	79.33116759	67.98338253
FBgn0027575	CG6706	GABA-B-R2	metabotropic GABA-B receptor subtype 2	GAIN	37.22970334	39.56871479	36.14449698	40.52172783	39.59579242	34.08913104	36.74840631	42.16952965	36.67183758	40.54706105	35.46364178	30.48927303	32.51097175	35.77787897	39.00553778	36.30662064	36.4607243	34.39909519	31.74071924	35.26560526	34.38214898	39.46464397	37.74330383	31.83754922
FBgn0011509	CG33162	SrpRbeta	Signal recognition particle receptor beta	GAIN	21.43618549	27.72885602	28.15461019	27.54769432	22.5706881	24.34964758	22.40498611	25.59605095	22.6710179	24.64572059	25.26782401	22.20488454	25.29015759	27.87523435	27.422919	28.17309104	26.93864152	23.14965059	22.51857011	26.98750884	26.33300908	27.84653355	27.83374051	23.55770737
FBgn0011573	CG12019	Cdc37	Cdc37	GAIN	19.4087899	26.32016062	25.46458111	25.31767044	27.85339653	27.61475819	21.99889224	26.66614485	28.9011858	28.45964577	28.21038636	23.51179862	22.73670815	24.99287828	30.09297387	25.17080916	25.51954006	24.65303269	23.81098	27.10788409	29.34290073	25.21595541	23.45114568	21.83590642
FBgn0037313	CG1161	CG1161	uncharacterized protein	GAIN	60.07541468	63.06349454	63.86297291	66.97820455	63.9992946	65.24737629	57.11557678	68.41485908	52.45267027	64.04023827	64.82483753	57.836959	53.9581727	61.89684998	66.20475197	64.08185584	61.10020592	54.39940913	53.59616862	63.22213055	61.91306718	64.80073195	60.16217624	55.78967229
FBgn0051064	CG31064	CG31064	uncharacterized protein	GAIN	17.06777117	17.48747471	16.10236864	17.79493585	19.15165822	16.05700242	17.60580567	17.2344764	17.86888441	16.22390861	17.54609617	15.63582026	15.01922277	15.93133438	16.14119371	16.1743974	15.84036761	15.03138068	15.15765489	15.75432956	16.05772732	17.73021064	16.064732	14.50588426
FBgn0054057	CG34057	CG34057	uncharacterized protein	GAIN	1.876114892	3.094819548	1.961407756	2.764706425	2.781311269	2.181479331	1.710341794	4.186755793	3.454985698	3.861964841	3.534483485	1.655559512	2.173650305	3.09179423	3.170765513	4.490902273	2.582357931	1.934180006	2.846936645	3.395041907	3.285474915	3.317014863	3.207206353	1.873031847
FBgn0035382	CG9969	Or63a	Odorant receptor 63a	GAIN	3.440933155	3.830995094	2.829118319	4.07869921	3.561632591	4.22419002	3.976629075	3.3151981	3.744412881	4.443168114	2.82708037	2.85959057	2.613826842	3.106826579	3.65645351	3.106344759	3.122292152	2.475307004	2.945180342	3.362105916	3.197505273	2.999197931	3.195459012	2.369295341
FBgn0020278	CG5248	loco	locomotion defects	GAIN	7.35603906	7.815518743	7.612781504	8.189704005	7.875608027	7.18610094	7.013532644	8.006046003	6.96683156	9.510071516	7.934524704	6.69894971	5.888371192	7.164785289	6.518819551	7.77243066	7.447222371	6.454458549	6.263416139	6.902302786	7.099898015	7.61061765	7.553425716	6.542792512
FBgn0032514	CG9302	CG9302	uncharacterized protein	GAIN	9.563005801	10.45765821	9.656547135	13.0616227	11.77026858	10.33452918	10.10457684	10.32136054	9.330120442	13.89104655	13.25298031	8.545042462	8.438877653	9.983250228	10.61830144	11.09113718	10.86109365	9.107274727	8.9036548	10.05198682	10.66613104	11.10478889	10.32563997	8.957155054
FBgn0034397	CG15082	CG15082	uncharacterized protein	GAIN	3.641408446	4.377030269	4.768656789	5.828081751	3.906120381	3.524740875	4.199182397	4.867605973	3.213237428	5.651453198	5.30719792	3.432840791	3.737115559	4.66455141	7.145825857	6.45283739	5.374410438	4.42190699	4.58876619	4.869585068	5.162889153	6.429347605	5.760517051	4.291031616
FBgn0031282	CG3639	Pex12	Peroxin 12	GAIN	4.249319433	4.284631879	4.034034368	3.904631216	4.653144328	4.583209868	3.698059236	4.469683812	3.784411761	4.707246529	4.598527155	3.759301485	3.557156618	4.209696942	4.132665911	4.573934368	3.969898648	3.988235048	3.597008831	4.284322001	4.208343582	4.569943337	4.672875564	3.869248476
FBgn0031640	CG11926	Mon1	Monensin sensitivity 1	GAIN	11.21445449	13.7554844	13.27911325	13.55785983	14.9124787	13.3114286	12.88181423	14.02892841	11.56902062	13.27179737	14.13254058	12.45161763	11.8133089	12.16643031	14.35076282	14.48042841	13.25348316	12.71028058	12.04095293	12.71827837	13.09651053	13.98255944	14.95626703	12.58014077
FBgn0263352	CG7015	Unr	Upstream of N-ras	GAIN	25.83330522	23.00899713	27.38992366	29.58916299	24.77211312	25.06944607	24.4570485	23.77904809	30.38315203	32.79728264	23.29240435	24.42145192	22.14997767	23.47921658	27.99097379	27.70060486	25.96771627	23.48110189	20.64905848	21.89867649	25.42066608	28.71243149	24.87015435	22.71928315
FBgn0030316	CG11695	CG11695	uncharacterized protein	GAIN	8.956853274	9.373864541	8.040255735	10.7658594	11.46724335	8.947181655	8.618883262	10.98875379	7.922415391	12.23914714	10.25778938	8.815704675	8.36475841	8.638028508	9.306351303	11.3489938	10.57919311	8.66968911	8.240827165	8.946144995	9.918483717	10.93909839	10.97959716	8.319318083
FBgn0023388	CG1099	Dap160	Dynamin associated protein 160	GAIN	25.0122149	24.7628581	26.10777721	25.80637449	26.62520211	25.13698677	25.66913895	25.31706141	28.98897891	27.23475912	24.90637561	25.01329258	24.46677206	24.32554631	24.97364385	24.26239243	25.96671548	24.91911577	23.22926045	24.57855792	25.63441069	26.07820691	25.94084937	23.22367281
FBgn0052111	CR32111	lncRNA:CR32111	long non-coding RNA:CR32111	GAIN	1.302440219	0.872136847	1.196539092	1.279042265	1.314374946	1.220260891	1.301190134	0.745168657	1.216519118	1.204567506	1.449024785	1.187207233	0.96257289	0.93467495	1.334120303	1.250052419	1.822423535	1.121460293	1.094843628	0.839246604	1.03277587	1.314696498	1.464482308	1.017028632
FBgn0039613	CG14527	Nepl20	Neprilysin-like 20	GAIN	1.837186921	1.870365512	1.27978603	2.355702464	2.348318521	2.307639961	2.246623119	1.475807562	2.04668605	2.220487404	2.415899361	1.847422955	1.55334418	1.544236585	1.581741405	1.990184593	2.365781347	1.850878061	1.66640893	1.462673579	1.610706365	1.644581085	2.409635572	1.97640077
FBgn0029088	CG2019	disp	dispatched	GAIN	11.72373469	11.02576989	10.83550379	10.58729364	12.48666771	11.50049512	11.43343056	11.94180833	9.929193132	12.29572925	12.05975454	11.57781709	10.72682282	10.29505763	9.606512427	10.04021333	12.24604664	11.64582784	10.65219635	10.22281751	10.1598132	11.09634369	11.78195549	10.93392887
FBgn0037396	CG11459	CG11459	uncharacterized protein	GAIN	6.603972111	4.657926094	5.570408488	7.318944394	6.293545103	5.135993244	6.950306142	3.468356662	3.565715702	4.273922763	7.529353536	6.779840317	8.132014545	7.445396439	3.516380175	8.977777115	11.33451081	9.270670395	7.192417537	4.025889121	5.52462024	8.139694617	10.13686028	9.038571674
FBgn0003210	CG11427	rb	ruby	GAIN	11.84592611	11.62766793	11.82433033	11.34591218	11.76398932	10.9678728	11.41480373	11.07221072	11.28138085	13.61139528	11.54888796	11.10554943	11.55280094	10.81658788	10.23489882	10.93358911	11.86148511	10.60272786	10.46789251	10.71001423	10.94043351	12.37839028	11.87280542	10.17967319
FBgn0029874	CG3342	CG3342	uncharacterized protein	GAIN	6.260601735	5.53168058	5.030089995	5.881635522	5.513799052	5.787949904	5.413377326	4.805225969	6.712263088	5.823498607	5.706492198	4.829411753	6.002244186	5.024258741	4.402544427	5.477529104	5.560044651	5.198858559	5.010399074	4.967298815	4.948398146	6.783732944	5.34407756	4.129862605
FBgn0036819	CG6856	Dysb	Dysbindin	GAIN	5.268392881	4.559537642	6.101803242	5.940812101	5.513301418	5.217223906	4.911465673	5.459391646	6.662096867	5.626608563	5.902598496	5.862839076	4.905738218	4.810387454	5.204907149	5.220281724	5.453894359	5.759562995	5.285316293	4.750184043	4.832553326	5.357943741	6.027620167	5.28877338
FBgn0032079	CG31886	CG31886	uncharacterized protein	GAIN	7.111885799	5.780020519	8.602779225	6.600092237	7.854131489	10.56388685	6.448002929	6.324128731	8.06199344	7.338595885	9.232280094	10.73544786	7.200631823	6.210083438	6.703202201	7.708288617	8.104602115	9.840181671	7.534252863	6.73429143	7.319539052	6.283236885	8.827699857	9.516266795
FBgn0039209	CG13624	REPTOR	Repressed by TOR	GAIN	17.32855393	15.41754956	18.58085914	17.18798948	17.43105832	17.54677275	17.26665514	14.68200591	17.22976379	18.59889434	16.88762463	18.69926884	17.02244106	16.42977022	15.30964856	16.80930644	17.57558269	19.70599634	15.95742646	13.76611039	15.25053616	16.58212243	19.17787736	17.07762979
FBgn0035995	CG3529	CG3529	uncharacterized protein	GAIN	37.49434034	41.03652863	36.04940878	36.92801722	41.04270837	37.67851394	35.69444037	42.15194134	36.7945999	39.1057159	39.07431056	36.03475289	35.84303132	38.40407634	30.60203303	36.48038247	39.79697982	39.97537411	35.73941436	35.21306149	32.61143804	35.00328234	40.20830179	38.47092557
FBgn0033187	CG2144	PIG-G	Phosphatidylinositol glycan anchor biosynthesis class G	GAIN	8.46449086	8.405577648	8.478805315	8.173314635	7.628448096	8.44105981	7.795786311	8.833284074	6.309388858	7.872151413	9.169658095	8.663645223	7.930258918	8.004124865	7.503110519	7.533676854	8.837866969	8.732057844	7.626457154	7.641535063	7.354765435	7.622783436	9.075606893	7.766538786
FBgn0038679	CG6040	CG6040	uncharacterized protein	GAIN	16.8291919	16.61930849	14.8177597	11.92217913	14.47054683	18.27245615	14.40168001	13.44968907	15.29611308	11.97816431	14.90256245	19.33944696	13.58664406	13.28176746	8.739342428	9.980691032	13.76779652	17.81526654	13.64452646	13.04166845	12.83127477	10.10204702	14.69075178	18.92356636
FBgn0044452	CG1241	Atg2	Autophagy-related 2	GAIN	21.61308993	19.64519492	16.62507131	18.47877848	20.6241377	18.8719945	21.47294377	17.58017093	14.98314254	18.41978588	19.48266855	18.12693823	23.50203847	17.08585751	10.51229477	18.3811827	20.20311376	21.06316281	22.36854993	17.5424345	15.27279179	15.96905201	20.25441458	20.06635947
FBgn0028425	CG12317	JhI-21	Juvenile hormone Inducible-21	GAIN	17.04167876	18.34412465	19.19282241	19.18328556	21.98112892	22.48130526	19.75472406	20.93827947	17.38242038	23.36052544	20.72227701	20.18636668	24.13197105	22.0338981	20.20310603	17.80772003	27.57125618	33.09498605	24.94699225	19.58776055	18.6042792	18.94232058	24.595343	32.91217723
FBgn0011202	CG1768	dia	diaphanous	GAIN	16.59547417	18.56093224	14.57244272	16.71036924	17.88242107	17.2988908	15.81211066	17.10055583	16.0776664	20.51731804	16.96114628	17.93843554	16.31115439	15.70023755	11.58005173	14.0124879	17.09858967	19.06384723	15.52052479	15.46326983	14.53032825	14.65493979	17.07901018	17.5600395
FBgn0283478	CG4008	und	uninitiated	GAIN	41.70051514	49.5415062	45.85854985	41.88398936	48.89040289	49.82030975	41.11941766	46.27292735	46.52944266	44.608839	49.19816576	47.07609155	51.35415632	47.28508553	44.56593734	49.57423606	49.66919695	52.24056434	51.53437727	49.06539079	46.39511603	42.03138999	47.28056195	49.81991472
